NO.	E_type1	Entity1	E_type2	Entity2	KeyWord	Relation
t0oz35cm	Symptoms	virus	Chemical	E2	: confer	NONE

t0oz35cm	Symptoms	virus	Chemical	flunarizine	: confer	NONE

t0oz35cm	Symptoms	virus	Chemical	phenothiazines	: null	JUXSTAPOSE

t0oz35cm	Symptoms	virus	Chemical	pimozide	: null	JUXSTAPOSE

qpq7yqhh	Symptoms	virus	Chemical	Rotavirus VP4	: null	JUXSTAPOSE

qpq7yqhh	Symptoms	virus	Chemical	VP4	: governs	NONE

qpq7yqhh	Symptoms	virus	Chemical	amino acid	: specific	specific

qpq7yqhh	Symptoms	virus	Chemical	VP4	: specific	specific

ap8wwokj	Symptoms	injury	Chemical	PTX3	: null	JUXSTAPOSE

ap8wwokj	Symptoms	injury	Chemical	PTX3	: null	JUXSTAPOSE

ap8wwokj	Symptoms	injury	Chemical	lipopolysaccharide	: induced	induce by

ap8wwokj	Symptoms	injury	Chemical	PTX3	: null	JUXSTAPOSE

ap8wwokj	Symptoms	injury	Chemical	PTX3	: null	JUXSTAPOSE

ap8wwokj	Symptoms	injury	Chemical	PTX3	: null	JUXSTAPOSE

ap8wwokj	Symptoms	injury	Chemical	PTX3	: null	JUXSTAPOSE

ap8wwokj	Symptoms	Disease	Chemical	Pentraxin-3	: released	released

ap8wwokj	Symptoms	Disease	Chemical	PTX3	: released	released

ap8wwokj	Symptoms	Disease	Chemical	PTX3	: null	JUXSTAPOSE

ap8wwokj	Symptoms	peripheral	Chemical	PTX3	: null	JUXSTAPOSE

bfftrrss	Symptoms	Disease	Chemical	PPE	: null	JUXSTAPOSE

bfftrrss	Symptoms	Disease	Chemical	PPE	: were	be in

bfftrrss	Symptoms	virus	Chemical	PPE	: highlighted	highlight

bfftrrss	Symptoms	virus	Chemical	PPE	: were	be in

nx5a9bq9	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

nx5a9bq9	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

nx5a9bq9	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ljtm19og	Symptoms	Diabetes mellitus	Chemical	T2DM	: null	JUXSTAPOSE

ljtm19og	Symptoms	Disease	Chemical	T2DM	: indispensable	indispensable

ljtm19og	Symptoms	Disease	Chemical	T2DM	: null	JUXSTAPOSE

ljtm19og	Symptoms	Disease	Chemical	T2DM	: protective	RESULT_OF_WEAK

ljtm19og	Symptoms	Disease	Chemical	T2DM	: seem	RESULT_OF_WEAK

vf93zmtp	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

9880uw7d	Symptoms	virus	Chemical	DFA	: null	JUXSTAPOSE

9880uw7d	Symptoms	virus	Chemical	DFA	: making	make

kav8sc1f	Symptoms	shock	Chemical	SNP	: null	JUXSTAPOSE

07dpy0jn	Symptoms	pneumonia	Chemical	coronavirus	: null	JUXSTAPOSE

07dpy0jn	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

07dpy0jn	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

07dpy0jn	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

07dpy0jn	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

07dpy0jn	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

07dpy0jn	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

7emyqzhp	Symptoms	injury	Chemical	lipopolysaccharide	: null	JUXSTAPOSE

0rtx3d8h	Symptoms	virus	Chemical	chemokine	: null	JUXSTAPOSE

0rtx3d8h	Symptoms	virus	Chemical	chemokine	: null	JUXSTAPOSE

qdxqnwee	Symptoms	Disease	Chemical	OC43	: null	JUXSTAPOSE

qdxqnwee	Symptoms	virus	Chemical	OC43	: null	JUXSTAPOSE

al7ao2o3	Symptoms	seizure	Chemical	coronavirus	: null	JUXSTAPOSE

al7ao2o3	Symptoms	Diarrhea	Chemical	coronavirus	: null	JUXSTAPOSE

al7ao2o3	Symptoms	virus	Chemical	HCoV-OC43	: detected	detect in

al7ao2o3	Symptoms	virus	Chemical	HCoV-229E	: detected	detect in

al7ao2o3	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

43dy5siv	Symptoms	virus	Chemical	VP	: null	INJECT

9aylvm7i	Symptoms	virus	Chemical	VP1	: quantified	MEASURE_WEAK

9aylvm7i	Symptoms	virus	Chemical	VP2	: quantified	MEASURE_WEAK

0io80xxx	Symptoms	virus	Chemical	Brazil	: presenting	present with

mha7zs08	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

mha7zs08	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

thbtygv6	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

thbtygv6	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

thbtygv6	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

thbtygv6	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

thbtygv6	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

thbtygv6	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

dj9rs6me	Symptoms	pneumonia	Chemical	coronavirus	: null	JUXSTAPOSE

dj9rs6me	Symptoms	Disease	Chemical	coronavirus	: posed	NONE

dj9rs6me	Symptoms	virus	Chemical	coronavirus	: posed	NONE

dj9rs6me	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

dj9rs6me	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

dj9rs6me	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

dj9rs6me	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

dj9rs6me	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

dj9rs6me	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

dj9rs6me	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

5dqrhssw	Symptoms	pneumonia	Chemical	coronavirus	: null	JUXSTAPOSE

5dqrhssw	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

pwvcwlh8	Symptoms	pneumonia	Chemical	coronavirus	: null	JUXSTAPOSE

pwvcwlh8	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

pwvcwlh8	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

pwvcwlh8	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

pwvcwlh8	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

xuiswu2l	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

xuiswu2l	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

5dle3e3c	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

zel9a3u6	Symptoms	virus	Chemical	Bat coronavirus	: null	JUXSTAPOSE

2tu707ng	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

2tu707ng	Symptoms	virus	Chemical	coronavirus	: useful	useful

2tu707ng	Symptoms	virus	Chemical	coronavirus	: useful	useful

2tu707ng	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

2tu707ng	Symptoms	virus	Chemical	influenza vaccine	: null	JUXSTAPOSE

p7ifetgw	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

iomao9a7	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

iomao9a7	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

iomao9a7	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

iomao9a7	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

iomao9a7	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

iomao9a7	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

iomao9a7	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

iomao9a7	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

iomao9a7	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

2ftw85xw	Symptoms	pneumonia	Chemical	coronavirus	: null	JUXSTAPOSE

2ftw85xw	Symptoms	Disease	Chemical	coronavirus	: null	JUXSTAPOSE

2ftw85xw	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

2ftw85xw	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

2ftw85xw	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

2sywbgje	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

2sywbgje	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

2tl0mtb8	Symptoms	virus	Chemical	coronavirus	: null	ASSESS_EFFECT_OF

1s2zsqoq	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

1s2zsqoq	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

1s2zsqoq	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

1s2zsqoq	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

1s2zsqoq	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

1s2zsqoq	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

1s2zsqoq	Symptoms	virus	Chemical	Angiotensin	: null	JUXSTAPOSE

5trqi9tp	Symptoms	virus	Chemical	Lopinavir	: null	JUXSTAPOSE

5trqi9tp	Symptoms	virus	Chemical	Lopinavir	: null	JUXSTAPOSE

5trqi9tp	Symptoms	virus	Chemical	Lopinavir	: null	JUXSTAPOSE

5trqi9tp	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

zknmfgsh	Symptoms	virus	Chemical	SRR10168377	: similar	similar

zknmfgsh	Symptoms	virus	Chemical	SRR10168377	: similar	similar

zknmfgsh	Symptoms	virus	Chemical	SRR10168377	: similar	similar

20ky3t6y	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

frkk6w0a	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

lcpk5se4	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

bgh729s5	Symptoms	pneumonia	Chemical	coronavirus	: attributed	attribute to

bgh729s5	Symptoms	virus	Chemical	amino acid	: null	JUXSTAPOSE

bgh729s5	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

bgh729s5	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

bgh729s5	Symptoms	virus	Chemical	amino acid	: found	find

qpcvxwti	Symptoms	Disease	Chemical	coronavirus	: null	JUXSTAPOSE

qpcvxwti	Symptoms	Disease	Chemical	coronavirus	: null	JUXSTAPOSE

qpcvxwti	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

qpcvxwti	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

qpcvxwti	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

3l4eaaol	Symptoms	Disease	Chemical	Oligonucleotides	: null	JUXSTAPOSE

3l4eaaol	Symptoms	Disease	Chemical	Vitravene	: null	JUXSTAPOSE

qcpcr7uv	Symptoms	Virus	Chemical	AZ	: null	JUXSTAPOSE

ojrpsdt9	Symptoms	virus	Chemical	chemokine	: null	JUXSTAPOSE

ojrpsdt9	Symptoms	virus	Chemical	maraviroc	: null	JUXSTAPOSE

ojrpsdt9	Symptoms	virus	Chemical	chemokine	: null	JUXSTAPOSE

ojrpsdt9	Symptoms	virus	Chemical	maraviroc	: null	JUXSTAPOSE

54t8xg3a	Symptoms	pneumonia	Chemical	coronavirus	: null	JUXSTAPOSE

54t8xg3a	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

54t8xg3a	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

54t8xg3a	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

khk9s3zw	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ocy6159b	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ocy6159b	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ocy6159b	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

j4qmvlzw	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

grv1gfio	Symptoms	Disease	Chemical	coronavirus	: null	JUXSTAPOSE

grv1gfio	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

grv1gfio	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

grv1gfio	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

grv1gfio	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

hulgvfjj	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

luq5rm8p	Symptoms	pneumonia	Chemical	IPA	: null	NONE

luq5rm8p	Symptoms	pneumonia	Chemical	IPA	: regulated	NONE

luq5rm8p	Symptoms	pneumonia	Chemical	IPA	: null	NONE

luq5rm8p	Symptoms	pneumonia	Chemical	IPA	: null	NONE

luq5rm8p	Symptoms	pneumonia	Chemical	IPA	: null	JUXSTAPOSE

fj7roabz	Symptoms	Cyst	Chemical	FL	: held	hold in

dn9nlcgs	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

zt9fg3qs	Symptoms	Virus	Chemical	coronavirus	: null	JUXSTAPOSE

zt9fg3qs	Symptoms	Virus	Chemical	ADP-ribose	: fails	PLAIN_BIND_WEAK

zt9fg3qs	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

zt9fg3qs	Symptoms	virus	Chemical	ADP-ribose-binding	: null	NONE

zt9fg3qs	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

zt9fg3qs	Symptoms	virus	Chemical	ADP-ribose	: fails	PLAIN_BIND

zt9fg3qs	Symptoms	virus	Chemical	coronavirus	: bind	NONE

zt9fg3qs	Symptoms	virus	Chemical	bind ADP-ribose	: null	NONE

zt9fg3qs	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

zt9fg3qs	Symptoms	virus	Chemical	bind ADP-ribose	: null	JUXSTAPOSE

5c0ho2jx	Symptoms	virus	Chemical	HCoV-OC43	: null	JUXSTAPOSE

lgppfs4j	Symptoms	Disease	Chemical	coronavirus	: null	JUXSTAPOSE

lgppfs4j	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

pn6ym10f	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

hx6ys1t2	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

hx6ys1t2	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

hx6ys1t2	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

hx6ys1t2	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

hx6ys1t2	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

jglioo0p	Symptoms	cyst	Chemical	glutathionylspermidine	: null	JUXSTAPOSE

jglioo0p	Symptoms	cyst	Chemical	histidine	: null	JUXSTAPOSE

urltme7d	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

tt0n5d57	Symptoms	virus	Chemical	VP3	: null	JUXSTAPOSE

201jppkd	Symptoms	Disease	Chemical	chloroquine	: null	JUXSTAPOSE

201jppkd	Symptoms	Disease	Chemical	chloroquine	: null	JUXSTAPOSE

fwm7rfps	Symptoms	respiratory distress	Chemical	silicone	: null	JUXSTAPOSE

fwm7rfps	Symptoms	respiratory distress	Chemical	silicone	: null	JUXSTAPOSE

xfin6k8f	Symptoms	virus	Chemical	OPCs	: results	result in

ze8bdzkb	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ze8bdzkb	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ze8bdzkb	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ze8bdzkb	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ze8bdzkb	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ze8bdzkb	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

b376751x	Symptoms	Disease	Chemical	coronavirus	: reported	report in

b376751x	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

cmhkjosa	Symptoms	Virus	Chemical	Calcium	: Induces	INTERACT_WITH_WEAK

cmhkjosa	Symptoms	virus	Chemical	calcium	: represent	NONE

cmhkjosa	Symptoms	virus	Chemical	calcium	: null	JUXSTAPOSE

cmhkjosa	Symptoms	virus	Chemical	calcium	: null	JUXSTAPOSE

cmhkjosa	Symptoms	virus	Chemical	verapamil	: null	JUXSTAPOSE

cmhkjosa	Symptoms	virus	Chemical	cadmium chloride	: null	JUXSTAPOSE

cmhkjosa	Symptoms	virus	Chemical	calcium	: null	JUXSTAPOSE

cmhkjosa	Symptoms	virus	Chemical	EGTA	: null	JUXSTAPOSE

cmhkjosa	Symptoms	virus	Chemical	calcium	: null	JUXSTAPOSE

8jzoymfy	Symptoms	virus	Chemical	41-nucleotide	: null	JUXSTAPOSE

2piyywhp	Symptoms	virus	Chemical	CP	: null	JUXSTAPOSE

2piyywhp	Symptoms	virus	Chemical	G5-24	: displayed	display on

2piyywhp	Symptoms	virus	Chemical	Nicotiana tabacum	: leaves	leave of

2piyywhp	Symptoms	virus	Chemical	G5-24	: displayed	display on

2piyywhp	Symptoms	virus	Chemical	Nicotiana tabacum	: leaves	leave of

2piyywhp	Symptoms	virus	Chemical	G5-24	: null	JUXSTAPOSE

2piyywhp	Symptoms	virus	Chemical	Nicotiana tabacum	: leaves	leave of

2piyywhp	Symptoms	virus	Chemical	amino acids	: null	JUXSTAPOSE

2piyywhp	Symptoms	virus	Chemical	CP	: null	JUXSTAPOSE

2piyywhp	Symptoms	virus	Chemical	CP	: null	JUXSTAPOSE

2piyywhp	Symptoms	virus	Chemical	CP	: null	JUXSTAPOSE

bvihscxo	Symptoms	virus	Chemical	amino acids	: null	JUXSTAPOSE

goq2vj8q	Symptoms	virus	Chemical	OC43	: null	JUXSTAPOSE

goq2vj8q	Symptoms	virus	Chemical	coronaviruses OC43	: null	JUXSTAPOSE

hsspggp8	Symptoms	Disease	Chemical	swine coronavirus	: null	JUXSTAPOSE

hsspggp8	Symptoms	virus	Chemical	swine coronavirus	: null	JUXSTAPOSE

hsspggp8	Symptoms	virus	Chemical	swine coronavirus	: null	JUXSTAPOSE

hsspggp8	Symptoms	virus	Chemical	fluorescein	: null	JUXSTAPOSE

8awrzba8	Symptoms	virus	Chemical	canine coronavirus	: null	JUXSTAPOSE

