NO.	E_type1	Entity1	E_type2	Entity2	KeyWord	Relation
lku2g69k	Symptoms	injury	Drug	Bai-Hu-Tang	: null	JUXSTAPOSE

lku2g69k	Symptoms	injury	Drug	Bai-Hu-Tang	: null	JUXSTAPOSE

lku2g69k	Symptoms	fever	Drug	Bai-Hu-Tang	: null	JUXSTAPOSE

lku2g69k	Symptoms	fever	Drug	Bai-Hu-Tang	: null	JUXSTAPOSE

lku2g69k	Symptoms	fever	Drug	Bai-Hu-Tang	: null	JUXSTAPOSE

ywnr8d48	Symptoms	virus	Drug	Yin-Qiao-San	: null	JUXSTAPOSE

ywnr8d48	Symptoms	virus	Drug	Yin-Qiao-San	: null	JUXSTAPOSE

ywnr8d48	Symptoms	virus	Drug	Yin-Qiao-San	: null	JUXSTAPOSE

ywnr8d48	Symptoms	virus	Drug	Yin-Qiao-San	: null	JUXSTAPOSE

ywnr8d48	Symptoms	virus	Drug	Yin-Qiao-San	: null	JUXSTAPOSE

ywnr8d48	Symptoms	virus	Drug	Yin-Qiao-San	: null	JUXSTAPOSE

ahm82ngx	Symptoms	virus	Drug	Dihuang	: null	JUXSTAPOSE

ahm82ngx	Symptoms	virus	Drug	Xijiao	: null	JUXSTAPOSE

ahm82ngx	Symptoms	virus	Drug	Dihuang	: null	JUXSTAPOSE

ahm82ngx	Symptoms	virus	Drug	Xijiao	: null	JUXSTAPOSE

bnjjtlvw	Symptoms	virus	Drug	gegen	: andere	NONE

bnjjtlvw	Symptoms	virus	Drug	Gegen	: null	JUXSTAPOSE

47fpq4h9	Symptoms	virus	Drug	Sanger	: null	JUXSTAPOSE

mk62bybt	Symptoms	virus	Drug	Lianhuaqingwen	: null	JUXSTAPOSE

mk62bybt	Symptoms	virus	Drug	Lianhuaqingwen	: null	JUXSTAPOSE

ailr08y5	Symptoms	virus	Drug	muer	: en	NONE

ailr08y5	Symptoms	virus	Drug	muer	: en	en

lrrkuist	Symptoms	virus	Drug	Sanger	: null	JUXSTAPOSE

lrrkuist	Symptoms	virus	Drug	Sanger	: null	JUXSTAPOSE

jq3w0pnj	Symptoms	virus	Drug	Sanger	: sequenced	PLAIN_SEQUENCE_WEAK

jq3w0pnj	Symptoms	virus	Drug	Sanger	: sequenced	PLAIN_SEQUENCE_WEAK

jq3w0pnj	Symptoms	virus	Drug	Sanger	: sequenced	PLAIN_SEQUENCE_WEAK

jq3w0pnj	Symptoms	virus	Drug	Sanger	: sequenced	PLAIN_SEQUENCE_WEAK

jq3w0pnj	Symptoms	virus	Drug	Sanger	: sequenced	PLAIN_SEQUENCE_WEAK

jq3w0pnj	Symptoms	virus	Drug	Sanger	: sequenced	PLAIN_SEQUENCE_WEAK

jq3w0pnj	Symptoms	virus	Drug	Sanger	: sequenced	PLAIN_SEQUENCE_WEAK

j3avpu1y	Symptoms	virus	Drug	Sanger	: null	NONE

3whw2yld	Symptoms	virus	Drug	Banlangen	: extracted	extract from

3whw2yld	Symptoms	virus	Drug	Banlangen	: null	JUXSTAPOSE

3whw2yld	Symptoms	virus	Drug	Banlangen	: null	JUXSTAPOSE

76i8yvb4	Symptoms	virus	Drug	Sanger	: have	have

tl3uo3n9	Symptoms	virus	Drug	Sanger	: using	METHOD_OF_WEAK

tl3uo3n9	Symptoms	virus	Drug	Sanger	: using	METHOD_OF_WEAK

ukutfv54	Symptoms	virus	Drug	Sanger	: null	JUXSTAPOSE

mkebdm73	Symptoms	virus	Drug	Shuanghuanglian	: null	JUXSTAPOSE

mkebdm73	Symptoms	virus	Drug	huanglian	: null	JUXSTAPOSE

iqzurjr1	Symptoms	virus	Drug	Sanger	: rely	rely on

fkjwsr5p	Symptoms	virus	Drug	xiangru	: null	JUXSTAPOSE

fkjwsr5p	Symptoms	virus	Drug	xiangru	: null	JUXSTAPOSE

fkjwsr5p	Symptoms	virus	Drug	zhima	: play	play through

fkjwsr5p	Symptoms	virus	Drug	mahuang	: play	play through

fkjwsr5p	Symptoms	virus	Drug	mahua	: play	play through

fkjwsr5p	Symptoms	virus	Drug	Guizhi	: play	play through

fkjwsr5p	Symptoms	virus	Drug	xiangru	: null	JUXSTAPOSE

fkjwsr5p	Symptoms	virus	Drug	zhimahuang	: play	play through

emr47mdy	Symptoms	Disease	Drug	Huangqi	: null	JUXSTAPOSE

emr47mdy	Symptoms	Disease	Drug	Baizhu	: null	JUXSTAPOSE

emr47mdy	Symptoms	Disease	Drug	Fangfeng	: null	JUXSTAPOSE

oaceknrb	Symptoms	Disease	Drug	Huo-Xiang	: null	JUXSTAPOSE

oaceknrb	Symptoms	Disease	Drug	Huo-Xiang	: null	JUXSTAPOSE

i2l4cq8h	Symptoms	Disease	Drug	Donglingcao	: null	JUXSTAPOSE

i2l4cq8h	Symptoms	Disease	Drug	Chaihu	: null	JUXSTAPOSE

i2l4cq8h	Symptoms	Disease	Drug	chuanxiong	: null	JUXSTAPOSE

ij3ncdb6	Symptoms	Disease	Drug	Chan-Su	: null	JUXSTAPOSE

ij3ncdb6	Symptoms	Peripheral	Drug	Chan-Su	: null	JUXSTAPOSE

ij3ncdb6						

23t3yuoz	Symptoms	Postoperative Pain	Drug	Buprenorphine	: null	JUXSTAPOSE

m5k28kbu	Symptoms	Diarrhea	Drug	lopinavir	: developed	develop

m5k28kbu	Symptoms	Diarrhea	Drug	ritonavir	: developed	develop

svrmuvdl	Symptoms	pneumonia	Drug	Oseltamivir	: null	JUXSTAPOSE

svrmuvdl	Symptoms	pneumonia	Drug	oseltamivir	: null	JUXSTAPOSE

svrmuvdl	Symptoms	pneumonia	Drug	zanamivir	: null	JUXSTAPOSE

svrmuvdl	Symptoms	pneumonia	Drug	zanamivir	: null	JUXSTAPOSE

svrmuvdl	Symptoms	pneumonia	Drug	oseltamivir	: null	JUXSTAPOSE

svrmuvdl	Symptoms	pneumonia	Drug	oseltamivir	: reduced	reduced

svrmuvdl	Symptoms	pneumonia	Drug	zanamivir	: reduced	reduced

svrmuvdl	Symptoms	headache	Drug	Oseltamivir	: null	JUXSTAPOSE

svrmuvdl	Symptoms	headache	Drug	Oseltamivir	: null	JUXSTAPOSE

v6vqtxyo	Symptoms	virus	Drug	sucrose	: null	JUXSTAPOSE

6hhauza0	Symptoms	Virus	Drug	chloroquine	: susceptible	susceptible

6hhauza0	Symptoms	virus	Drug	Chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	chloroquine	: susceptible	susceptible

6hhauza0	Symptoms	virus	Drug	chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	chloroquine	: had	have

6hhauza0	Symptoms	virus	Drug	chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	hydroxychloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	chloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	virus	Drug	hydroxychloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	retinopathy	Drug	hydroxychloroquine	: null	JUXSTAPOSE

6hhauza0	Symptoms	retinopathy	Drug	chloroquine	: null	JUXSTAPOSE

ud6uyxli	Symptoms	shock	Drug	Hydrocortisone	: null	JUXSTAPOSE

ud6uyxli	Symptoms	shock	Drug	hydrocortisone	: led	lead to

0gier0lu	Symptoms	virus	Drug	losartan	: resistant	resistant

0gier0lu	Symptoms	virus	Drug	losartan	: null	JUXSTAPOSE

ivgwn32n	Symptoms	virus	Drug	Cyclosporin A	: null	JUXSTAPOSE

ivgwn32n	Symptoms	virus	Drug	taurocholate	: targeting	PLAIN_CULTURE_WEAK

t0oz35cm	Symptoms	Virus	Drug	Flunarizine	: null	JUXSTAPOSE

t0oz35cm	Symptoms	virus	Drug	flunarizine	: confer	NONE

t0oz35cm	Symptoms	virus	Drug	pimozide	: null	JUXSTAPOSE

ljtm19og	Symptoms	Disease	Drug	RAS	: protective	RESULT_OF_WEAK

7emyqzhp	Symptoms	injury	Drug	BAL	: null	JUXSTAPOSE

p7ifetgw	Symptoms	virus	Drug	hub	: null	JUXSTAPOSE

5trqi9tp	Symptoms	Disease	Drug	Lopinavir	: null	JUXSTAPOSE

5trqi9tp	Symptoms	virus	Drug	Lopinavir	: null	JUXSTAPOSE

5trqi9tp	Symptoms	virus	Drug	Lopinavir	: null	JUXSTAPOSE

5trqi9tp	Symptoms	virus	Drug	Lopinavir	: null	JUXSTAPOSE

5trqi9tp	Symptoms	virus	Drug	Lopinavir	: null	JUXSTAPOSE

5trqi9tp	Symptoms	virus	Drug	LPV	: null	JUXSTAPOSE

ojrpsdt9	Symptoms	virus	Drug	maraviroc	: null	JUXSTAPOSE

ojrpsdt9	Symptoms	virus	Drug	maraviroc	: null	JUXSTAPOSE

luq5rm8p	Symptoms	pneumonia	Drug	BAL	: null	JUXSTAPOSE

luq5rm8p	Symptoms	pneumonia	Drug	BAL	: null	JUXSTAPOSE

luq5rm8p	Symptoms	pneumonia	Drug	BAL	: null	JUXSTAPOSE

zt9fg3qs	Symptoms	Virus	Drug	ribose	: fails	PLAIN_BIND_WEAK

zt9fg3qs	Symptoms	virus	Drug	ribose	: null	NONE

zt9fg3qs	Symptoms	virus	Drug	ribose	: fails	PLAIN_BIND

zt9fg3qs	Symptoms	virus	Drug	ribose	: null	NONE

zt9fg3qs	Symptoms	virus	Drug	ribose	: bind	PLAIN_BIND

jglioo0p	Symptoms	cyst	Drug	glutathionylspermidine	: null	JUXSTAPOSE

jglioo0p	Symptoms	cyst	Drug	histidine	: null	JUXSTAPOSE

201jppkd	Symptoms	Disease	Drug	chloroquine	: null	JUXSTAPOSE

201jppkd	Symptoms	Disease	Drug	chloroquine	: null	JUXSTAPOSE

cmhkjosa	Symptoms	Virus	Drug	Calcium	: Induces	INTERACT_WITH_WEAK

cmhkjosa	Symptoms	virus	Drug	calcium	: represent	NONE

cmhkjosa	Symptoms	virus	Drug	calcium	: null	JUXSTAPOSE

cmhkjosa	Symptoms	virus	Drug	calcium	: null	JUXSTAPOSE

cmhkjosa	Symptoms	virus	Drug	calcium	: null	JUXSTAPOSE

cmhkjosa	Symptoms	virus	Drug	verapamil	: null	JUXSTAPOSE

cmhkjosa	Symptoms	virus	Drug	calcium	: null	JUXSTAPOSE

hsspggp8	Symptoms	virus	Drug	fluorescein	: null	JUXSTAPOSE

aqqvww7f	Symptoms	Disease	Drug	K	: null	JUXSTAPOSE

aqqvww7f	Symptoms	virus	Drug	K	: produced	PRODUCE_WEAK

aqqvww7f	Symptoms	virus	Drug	K	: null	JUXSTAPOSE

de5bchsb	Symptoms	virus	Drug	sucrose	: null	JUXSTAPOSE

6f9ghgc9	Symptoms	cyst	Drug	Gly	: null	JUXSTAPOSE

6f9ghgc9	Symptoms	cyst	Drug	Arg	: null	JUXSTAPOSE

6f9ghgc9	Symptoms	virus	Drug	Val	: null	JUXSTAPOSE

6f9ghgc9	Symptoms	virus	Drug	Gly	: null	JUXSTAPOSE

6f9ghgc9	Symptoms	virus	Drug	Arg	: null	JUXSTAPOSE

ndg6t99y	Symptoms	localized	Drug	nitric oxide	: null	JUXSTAPOSE

esai9d54	Symptoms	cyst	Drug	histidine	: null	JUXSTAPOSE

j32352te	Symptoms	cyst	Drug	serine	: null	JUXSTAPOSE

j32352te	Symptoms	cyst	Drug	serine	: null	JUXSTAPOSE

j32352te	Symptoms	virus	Drug	serine	: encodes	encode in

j32352te	Symptoms	virus	Drug	serine	: encodes	encode in

mfptcw8t	Symptoms	cyst	Drug	histidine	: null	JUXSTAPOSE

mfptcw8t	Symptoms	virus	Drug	histidine	: confirmed	confirm

mfptcw8t	Symptoms	virus	Drug	aspartic acid	: null	JUXSTAPOSE

mfptcw8t	Symptoms	virus	Drug	glutamic acid	: null	JUXSTAPOSE

bv42mbnp	Symptoms	virus	Drug	serine	: encodes	PLAIN_ENCODE

bv42mbnp	Symptoms	virus	Drug	serine	: null	JUXSTAPOSE

5rnqd9mb	Symptoms	virus	Drug	chloramphenicol	: expressing	express

8l5gtrmg	Symptoms	cyst	Drug	histidine	: null	JUXSTAPOSE

v3uo38zw	Symptoms	virus	Drug	Ng	: responsible	responsible

v3uo38zw	Symptoms	virus	Drug	Ng	: responsible	responsible

lg4gk3yl	Symptoms	cyst	Drug	cys	: null	JUXSTAPOSE

lg4gk3yl	Symptoms	cyst	Drug	cys	: null	JUXSTAPOSE

lg4gk3yl	Symptoms	virus	Drug	cys	: null	NONE

lg4gk3yl	Symptoms	virus	Drug	cys	: null	NONE

zo2ff0jk	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

zo2ff0jk	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

pf0x604s	Symptoms	Disease	Drug	CC	: null	JUXSTAPOSE

pf0x604s	Symptoms	virus	Drug	CC	: null	JUXSTAPOSE

ii9ilvp4	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

ii9ilvp4	Symptoms	virus	Drug	BCV	: infecting	INJECT_WEAK

ii9ilvp4	Symptoms	virus	Drug	BCV	: express	express

ii9ilvp4	Symptoms	virus	Drug	BCV	: permissive	NONE

ii9ilvp4	Symptoms	virus	Drug	BCV	: containing	contain on

ii9ilvp4	Symptoms	virus	Drug	BCV	: replicated	replicate

ii9ilvp4	Symptoms	virus	Drug	BCV	: replicated	replicate

ii9ilvp4	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

ii9ilvp4	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

ii9ilvp4	Symptoms	virus	Drug	BCV	: responsible	responsible

ii9ilvp4	Symptoms	virus	Drug	BCV	: responsible	responsible

ii9ilvp4	Symptoms	virus	Drug	BCV	: responsible	responsible

ii9ilvp4	Symptoms	virus	Drug	BCV	: responsible	responsible

ii9ilvp4	Symptoms	virus	Drug	BCV	: failed	NONE

ii9ilvp4	Symptoms	virus	Drug	BCV	: failed	NONE

ii9ilvp4	Symptoms	virus	Drug	BCV	: failed	NONE

kmclx8ui	Symptoms	virus	Drug	Leu	: have	have at

kmclx8ui	Symptoms	virus	Drug	Phe	: have	have at

kmclx8ui	Symptoms	virus	Drug	Leu	: have	have at

kmclx8ui	Symptoms	virus	Drug	Phe	: have	have at

arsuip23	Symptoms	Disease	Drug	xylometazoline	: null	JUXSTAPOSE

arsuip23	Symptoms	Disease	Drug	nicotine	: null	JUXSTAPOSE

c32icxir	Symptoms	Disease	Drug	arachidonic acid	: null	JUXSTAPOSE

c32icxir	Symptoms	Disease	Drug	PGE2	: null	JUXSTAPOSE

c32icxir	Symptoms	virus	Drug	prostaglandin E2	: null	JUXSTAPOSE

c32icxir	Symptoms	virus	Drug	arachidonic acid	: demonstrated	INDICATE_WEAK

x7enb2z6	Symptoms	virus	Drug	IFN gamma	: null	JUXSTAPOSE

yki3yejm	Symptoms	Virus	Drug	IFN gamma	: null	JUXSTAPOSE

yki3yejm	Symptoms	virus	Drug	IFN gamma	: null	JUXSTAPOSE

yki3yejm	Symptoms	virus	Drug	IFN gamma	: null	JUXSTAPOSE

yki3yejm	Symptoms	virus	Drug	IFN gamma	: null	JUXSTAPOSE

xl2ov1xo	Symptoms	virus	Drug	K	: null	JUXSTAPOSE

tycuoslv	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

tycuoslv	Symptoms	virus	Drug	phosphate	: null	JUXSTAPOSE

gj9yzrjo	Symptoms	virus	Drug	SDS	: null	JUXSTAPOSE

gj9yzrjo	Symptoms	virus	Drug	SDS	: null	JUXSTAPOSE

efpknpfj	Symptoms	virus	Drug	methylamine	: null	JUXSTAPOSE

efpknpfj	Symptoms	virus	Drug	chloroquine	: null	INJECT

qote5nx2	Symptoms	virus	Drug	IFN gamma	: null	JUXSTAPOSE

qote5nx2	Symptoms	virus	Drug	IFN gamma	: observed;	observed; in

qote5nx2	Symptoms	virus	Drug	IFN gamma	: infection	NONE

1ufgwxxg	Symptoms	Diarrhea	Drug	K	: null	JUXSTAPOSE

qg6f2ao4	Symptoms	virus	Drug	ATP	: ATP-dependent	atp-dependent

y8r4m9ju	Symptoms	virus	Drug	glucosamine	: grown	grow on

vpc4xtwl	Symptoms	virus	Drug	dT	: null	JUXSTAPOSE

dje7qbps	Symptoms	virus	Drug	sucrose	: centrifuged	centrifuge on

dje7qbps	Symptoms	virus	Drug	sucrose	: null	JUXSTAPOSE

dje7qbps	Symptoms	virus	Drug	sucrose	: null	JUXSTAPOSE

pjearubt	Symptoms	virus	Drug	uridine	: labeled	label with

pjearubt	Symptoms	virus	Drug	uridine	: null	JUXSTAPOSE

ftzjdvfj	Symptoms	virus	Drug	CD	: studied	study in

uuzscg0y	Symptoms	virus	Drug	actinomycin D	: null	JUXSTAPOSE

7d5q0g0s	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

7d5q0g0s	Symptoms	virus	Drug	BCV	: adapted	adapt with

7d5q0g0s	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

7d5q0g0s	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

22f04uqe	Symptoms	virus	Drug	BCV	: identified	identify with

22f04uqe	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

gxp04dsu	Symptoms	virus	Drug	SDS	: null	JUXSTAPOSE

ydjzh5rz	Symptoms	virus	Drug	SDS	: null	JUXSTAPOSE

1nwjjgul	Symptoms	virus	Drug	ascorbic acid	: null	JUXSTAPOSE

1nwjjgul	Symptoms	virus	Drug	ascorbate	: null	JUXSTAPOSE

1nwjjgul	Symptoms	virus	Drug	ascorbate	: null	JUXSTAPOSE

1nwjjgul	Symptoms	virus	Drug	ascorbate	: null	JUXSTAPOSE

cwn1d03c	Symptoms	virus	Drug	sucrose	: null	JUXSTAPOSE

nswbm9g3	Symptoms	virus	Drug	sucrose	: concentrated	concentrate to

nswbm9g3	Symptoms	virus	Drug	sucrose	: null	JUXSTAPOSE

ie4acutk	Symptoms	virus	Drug	CD	: null	JUXSTAPOSE

ie4acutk	Symptoms	virus	Drug	CD	: null	JUXSTAPOSE

ie4acutk	Symptoms	virus	Drug	CD	: expressed	express on

ie4acutk	Symptoms	virus	Drug	CD	: andFelis	PLAIN_ENCODE_WEAK

s006vxzk	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

s006vxzk	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

s006vxzk	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

s006vxzk	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

s006vxzk	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

wdtsqdl5	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

wdtsqdl5	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

wdtsqdl5	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

62yafd2d	Symptoms	Diarrhea	Drug	BCV	: null	JUXSTAPOSE

62yafd2d	Symptoms	Diarrhea	Drug	BCV	: null	NONE

62yafd2d	Symptoms	Diarrhea	Drug	BCV	: compared	NONE

62yafd2d	Symptoms	Diarrhea	Drug	CD	: null	JUXSTAPOSE

62yafd2d	Symptoms	Diarrhea	Drug	CD	: compared	NONE

62yafd2d	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

62yafd2d	Symptoms	virus	Drug	BCV	: derived	NONE

62yafd2d	Symptoms	virus	Drug	BCV	: compared	NONE

62yafd2d	Symptoms	virus	Drug	CD	: derived	derive from

62yafd2d	Symptoms	virus	Drug	CD	: compared	NONE

62yafd2d	Symptoms	virus	Drug	CD	: null	JUXSTAPOSE

62yafd2d	Symptoms	virus	Drug	CD	: had	have against

62yafd2d	Symptoms	virus	Drug	BCV	: reflected	reflect

2t0ba8m8	Symptoms	virus	Drug	cytosine arabinoside	: null	JUXSTAPOSE

2t0ba8m8	Symptoms	virus	Drug	cytosine arabinoside	: null	JUXSTAPOSE

1os53fk9	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

1os53fk9	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

1os53fk9	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

1os53fk9	Symptoms	virus	Drug	BCV	: null	JUXSTAPOSE

