NO.	E_type1	Entity1	E_type2	Entity2	KeyWord	Relation
ap8wwokj	Chemical	lipopolysaccharide	Disease	LPS	: null	JUXSTAPOSE
ap8wwokj	Chemical	PTX3	Disease	liver injury	: null	JUXSTAPOSE
ap8wwokj	Chemical	PTX3	Disease	attenuated LPS-induced liver injury	: null	JUXSTAPOSE
ap8wwokj	Chemical	PTX3	Disease	inflammation	: attenuated	attenuate
ap8wwokj	Chemical	PTX3	Disease	LPS	: modulated	modulate in
ap8wwokj	Chemical	PTX3	Disease	AH	: up-regulated	up-regulate in
ap8wwokj	Chemical	PTX3	Disease	endotoxemia	: up-regulated	NONE
ap8wwokj	Chemical	PTX3	Disease	AH	: null	JUXSTAPOSE
ap8wwokj	Chemical	PTX3	Disease	attenuates LPS-induced liver injury	: null	JUXSTAPOSE
ap8wwokj	Chemical	PTX3	Disease	endotoxemia	: null	JUXSTAPOSE
p604vvbi	Chemical	nucleotide	Disease	hepatitis	: null	JUXSTAPOSE
p604vvbi	Chemical	nucleotide	Disease	chronic HBV infection	: correlate	correlate with
p604vvbi	Chemical	SNP	Disease	chronic HBV infection	: high	high
p604vvbi	Chemical	SNP	Disease	chronic HBV infection	: needs	need
35jfg45k	Chemical	alcohol	Disease	liver steatosis	: resulted	result in
35jfg45k	Chemical	alanine	Disease	liver steatosis	: null	JUXSTAPOSE
35jfg45k	Chemical	alcohol	Disease	liver steatosis	: null	JUXSTAPOSE
bfftrrss	Chemical	PPE	Disease	Severe Acute Respiratory Syndrome coronavirus	: null	JUXSTAPOSE
bfftrrss	Chemical	PPE	Disease	Severe Acute Respiratory Syndrome coronavirus	: null	JUXSTAPOSE
ljtm19og	Chemical	T2DM	Disease	type 2 diabetes mellitus 2 diabetes mellitus"	: affects	affect in_spite_of
ljtm19og	Chemical	angiotensin	Disease	diabetic	: improve	improve in
odcbd2pm	Chemical	Ganoderic acid A	Disease	lymphoma	: null	JUXSTAPOSE
odcbd2pm	Chemical	GA-A	Disease	lymphoma	: null	JUXSTAPOSE
odcbd2pm	Chemical	GA-A	Disease	lymphoma	: enhance	INDICATE
odcbd2pm	Chemical	GA-A	Disease	metastatic lymphoma	: tested	METHOD_OF_WEAK
odcbd2pm	Chemical	GA	Disease	lymphoma	: induces	induce in
odcbd2pm	Chemical	Ag	Disease	lymphoma	: null	JUXSTAPOSE
odcbd2pm	Chemical	GA	Disease	lymphoma	: null	JUXSTAPOSE
vf93zmtp	Chemical	coronavirus	Disease	acute respiratory syndrome-恆ssociated coronavirus	: null	JUXSTAPOSE
kav8sc1f	Chemical	SNP	Disease	organ dysfunction	: null	JUXSTAPOSE
kav8sc1f	Chemical	AGs"	Disease	organ dysfunction	: had	have for
kav8sc1f	Chemical	AGs"	Disease	multiple organ dysfunction syndrome	: had	have for
kav8sc1f	Chemical	AG	Disease	organ dysfunction	: had	have for
kav8sc1f	Chemical	AG	Disease	multiple organ dysfunction syndrome	: had	have for
07dpy0jn	Chemical	coronavirus	Disease	parainfluenza virus	: null	JUXSTAPOSE
07dpy0jn	Chemical	coronavirus	Disease	respiratory syncytial virus	: null	JUXSTAPOSE
07dpy0jn	Chemical	coronavirus	Disease	Mycoplasma pneumoniae	: null	JUXSTAPOSE
6fsjuhzy	Chemical	serine	Disease	cancer	: shown	NONE
6fsjuhzy	Chemical	paraffin	Disease	esophageal carcinomas	: null	JUXSTAPOSE
7emyqzhp	Chemical	lipopolysaccharide	Disease	LPS	: null	JUXSTAPOSE
7emyqzhp	Chemical	lipopolysaccharide	Disease	acute lung injury	: null	JUXSTAPOSE
7mi07qm9	Chemical	TAA	Disease	tumor	: null	JUXSTAPOSE
hi3i1mwl	Chemical	IFN	Disease	HIV-1 infection	: restricts	restrict in
hi3i1mwl	Chemical	IFN	Disease	HIV	: null	NONE
hi3i1mwl	Chemical	T1 IFN	Disease	HIV	: reduces	NONE
al7ao2o3	Chemical	coronavirus	Disease	diarrhea	: had	have
al7ao2o3	Chemical	coronavirus	Disease	meningoencephalitis	: had	have
43dy5siv	Chemical	VP	Disease	viremia	: seen	see in
mha7zs08	Chemical	coronavirus	Disease	Middle East Respiratory Syndrome coronavirus	: null	JUXSTAPOSE
dj9rs6me	Chemical	coronavirus	Disease	pneumonia	: null	JUXSTAPOSE
dj9rs6me	Chemical	coronavirus	Disease	influenza virus	: null	JUXSTAPOSE
dj9rs6me	Chemical	coronavirus	Disease	respiratory syncytial virus	: null	JUXSTAPOSE
5dqrhssw	Chemical	coronavirus	Disease	viral pneumonia	: causing	NONE
pwvcwlh8	Chemical	coronavirus	Disease	viral pneumonia	: null	JUXSTAPOSE
2tu707ng	Chemical	coronavirus	Disease	coronavirus infections	: useful	useful
iomao9a7	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus	: null	JUXSTAPOSE
iomao9a7	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus	: null	JUXSTAPOSE
2ftw85xw	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus 2	: null	JUXSTAPOSE
2ftw85xw	Chemical	coronavirus	Disease	serious type of pneumonia called coronavirus disease of pneumonia called coronavirus disease"	: caused	cause
1s2zsqoq	Chemical	coronavirus	Disease	respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus	: null	JUXSTAPOSE
1s2zsqoq	Chemical	coronavirus	Disease	respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus	: null	JUXSTAPOSE
1s2zsqoq	Chemical	coronavirus	Disease	Coronavirus Disease	: causes	cause
5trqi9tp	Chemical	Lopinavir	Disease	SARS Coronavirus	: null	JUXSTAPOSE
5trqi9tp	Chemical	Lopinavir	Disease	Coronavirus Disease-	: null	JUXSTAPOSE
bgh729s5	Chemical	coronavirus	Disease	pneumonia	: null	JUXSTAPOSE
qpcvxwti	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus 2	: null	JUXSTAPOSE
qpcvxwti	Chemical	coronavirus	Disease	coronavirus disease	: null	JUXSTAPOSE
8iysset3	Chemical	cuprizone	Disease	demyelination	: null	JUXSTAPOSE
3l4eaaol	Chemical	Oligonucleotides	Disease	cancer	: null	JUXSTAPOSE
3l4eaaol	Chemical	Oligonucleotides	Disease	HIV	: null	JUXSTAPOSE
3l4eaaol	Chemical	Vitravene	Disease	cancer	: null	JUXSTAPOSE
3l4eaaol	Chemical	Vitravene	Disease	HIV	: null	JUXSTAPOSE
vsd813ah	Chemical	NoAAC	Disease	Idiopathic Subglottic Stenosis	: null	JUXSTAPOSE
vsd813ah	Chemical	Mycobacterium Tuberculosis	Disease	Mycobacterium Tuberculosis	: null	JUXSTAPOSE
vsd813ah	Chemical	Mycobacterium Tuberculosis	Disease	Mycobacterium Tuberculosis	: present	present
vsd813ah	Chemical	Mycobacterium Tuberculosis	Disease	Mycobacterium Tuberculosis	: present	present
vsd813ah	Chemical	Mycobacterium Tuberculosis	Disease	Mycobacterium Tuberculosis	: null	JUXSTAPOSE
vsd813ah	Chemical	mycobacterium	Disease	Mycobacterium Tuberculosis	: present	present
vsd813ah	Chemical	mycobacterium	Disease	Mycobacterium Tuberculosis	: null	JUXSTAPOSE
h6iauddk	Chemical	bentonite	Disease	MMT	: null	JUXSTAPOSE
kbiwze0z	Chemical	d-恎alactosamine	Disease	d-恎alactosamine (GalN)/N-恆cetyl-恉-恎alactosamine	: null	JUXSTAPOSE
3hayxyuk	Chemical	nucleotide	Disease	hepatitis C virus	: similar	METHOD_OF
3hayxyuk	Chemical	nucleotide	Disease	hepatitis E virus	: similar	METHOD_OF
3hayxyuk	Chemical	amino acid	Disease	hepatitis C virus	: similar	similar
3hayxyuk	Chemical	amino acid	Disease	hepatitis E virus	: similar	similar
ojrpsdt9	Chemical	chemokine	Disease	immunodeficiency virus	: null	JUXSTAPOSE
ojrpsdt9	Chemical	maraviroc	Disease	immunodeficiency virus	: null	JUXSTAPOSE
ojrpsdt9	Chemical	chemokine	Disease	immunodeficiency virus	: null	JUXSTAPOSE
ojrpsdt9	Chemical	maraviroc	Disease	immunodeficiency virus	: null	JUXSTAPOSE
54t8xg3a	Chemical	coronavirus	Disease	pneumonia	: causes	NONE
ocy6159b	Chemical	coronavirus	Disease	Middle East respiratory syndrome	: null	JUXSTAPOSE
ocy6159b	Chemical	coronavirus	Disease	coronavirus infection	: null	JUXSTAPOSE
mpe1xrr1	Chemical	Influenza Vaccine	Disease	Acute Lymphoblastic Leukemia	: null	JUXSTAPOSE
1x1bnt5j	Chemical	CEA	Disease	adenocarioma cell line (JC-hCEA) tumor	: demonstrated	INDICATE_WEAK
1x1bnt5j	Chemical	na	Disease	tumor	: null	NONE
1x1bnt5j	Chemical	na	Disease	tumor	: change	NONE
1x1bnt5j	Chemical	creatine	Disease	tumor	: decreased	NONE
1x1bnt5j	Chemical	creatine	Disease	tumor	: decreased	NONE
luq5rm8p	Chemical	IPA	Disease	invasive pulmonary aspergillosis	: null	JUXSTAPOSE
luq5rm8p	Chemical	IPA	Disease	Pseudomonas pneumonia	: null	NONE
luq5rm8p	Chemical	IPA	Disease	Pseudomonas pneumonia	: demonstrated	NONE
luq5rm8p	Chemical	IPA	Disease	Pseudomonas pneumonia	: null	NONE
luq5rm8p	Chemical	IPA	Disease	Pseudomonas pneumonia	: null	NONE
luq5rm8p	Chemical	IPA	Disease	Pseudomonas pneumonia	: null	JUXSTAPOSE
tcmgsmsi	Chemical	CFP	Disease	tuberculosis	: null	NONE
tcmgsmsi	Chemical	CFP	Disease	tuberculosis-infected	: isolated	NONE
fj7roabz	Chemical	FL	Disease	Cystic Fibrosis Conference	: null	JUXSTAPOSE
zt9fg3qs	Chemical	coronavirus	Disease	Infectious Bronchitis Virus	: null	JUXSTAPOSE
zt9fg3qs	Chemical	ADP-ribose	Disease	Infectious Bronchitis Virus	: null	JUXSTAPOSE
zt9fg3qs	Chemical	coronavirus	Disease	Coronavirus 229E	: bind	PLAIN_BIND
zt9fg3qs	Chemical	bind ADP-ribose	Disease	Coronavirus 229E	: null	JUXSTAPOSE
lgppfs4j	Chemical	coronavirus	Disease	acute respiratory disease	: null	JUXSTAPOSE
hx6ys1t2	Chemical	coronavirus	Disease	stalk-恖ike attachment	: null	JUXSTAPOSE
a6amhlzy	Chemical	aminoglycoside	Disease	PCA	: null	JUXSTAPOSE
urltme7d	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
201jppkd	Chemical	chloroquine	Disease	antimalarial drugs	: null	JUXSTAPOSE
4amtvxzk	Chemical	Mycobacterium	Disease	abundant lipid-恖aden macrophages	: abscessus	abscessus
4amtvxzk	Chemical	corticosteroids	Disease	systemic corticosteroids	: null	JUXSTAPOSE
fwm7rfps	Chemical	silicone	Disease	pneumonitis	: null	JUXSTAPOSE
fwm7rfps	Chemical	silicone	Disease	pneumonitis	: null	JUXSTAPOSE
fwm7rfps	Chemical	silicone	Disease	acute respiratory distress syndrome	: complicated	complicate with
fwm7rfps	Chemical	silicone	Disease	bilateral pneumothorax	: complicated	complicate with
fwm7rfps	Chemical	silicone	Disease	pneumonitis	: null	JUXSTAPOSE
fwm7rfps	Chemical	silicone	Disease	acute respiratory distress syndrome	: null	JUXSTAPOSE
fwm7rfps	Chemical	silicone	Disease	bilateral pneumothorax	: null	JUXSTAPOSE
wz4nsbtc	Chemical	FDA	Disease	cancer	: FDA-approved	fda-approved
xfin6k8f	Chemical	OPCs	Disease	hepatitis virus	: null	JUXSTAPOSE
xfin6k8f	Chemical	DTH	Disease	delayed type hypersensitivity hypersensitivity"	: null	JUXSTAPOSE
xfin6k8f	Chemical	IFN	Disease	delayed type hypersensitivity hypersensitivity"	: null	JUXSTAPOSE
ze8bdzkb	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus	: null	JUXSTAPOSE
ze8bdzkb	Chemical	coronavirus	Disease	renal failure	: known	know in
ze8bdzkb	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus	: null	JUXSTAPOSE
ze8bdzkb	Chemical	coronavirus	Disease	renal failure	: known	know in
b376751x	Chemical	coronavirus	Disease	listeriosis	: null	JUXSTAPOSE
b376751x	Chemical	coronavirus	Disease	leptospirosis	: null	JUXSTAPOSE
b376751x	Chemical	coronavirus	Disease	Q fever	: null	JUXSTAPOSE
b376751x	Chemical	coronavirus	Disease	tuberculosis	: null	JUXSTAPOSE
b376751x	Chemical	coronavirus	Disease	pasteurellosis	: null	JUXSTAPOSE
b376751x	Chemical	coronavirus	Disease	coli infections	: null	JUXSTAPOSE
b376751x	Chemical	coronavirus	Disease	Middle East respiratory syndrome coronavirus	: null	JUXSTAPOSE
b376751x	Chemical	coronavirus	Disease	Crimean-Congo haemorrhagic fever	: null	JUXSTAPOSE
b376751x	Chemical	coronavirus	Disease	echinococcosis	: null	JUXSTAPOSE
b376751x	Chemical	coronavirus	Disease	cryptosporidiosis	: null	JUXSTAPOSE
b376751x	Chemical	coronavirus	Disease	toxoplasmosis and dermatophytosis	: null	JUXSTAPOSE
cmhkjosa	Chemical	Calcium	Disease	Hepatitis Virus	: null	JUXSTAPOSE
cmhkjosa	Chemical	calcium	Disease	astrocytoma	: null	JUXSTAPOSE
2piyywhp	Chemical	CP	Disease	CP	: null	JUXSTAPOSE
2piyywhp	Chemical	G5-24	Disease	hepatitis virus	: displayed	NONE
2piyywhp	Chemical	Nicotiana tabacum	Disease	hepatitis virus	: null	JUXSTAPOSE
2piyywhp	Chemical	CP	Disease	CP	: null	JUXSTAPOSE
2piyywhp	Chemical	CP	Disease	CP-31D	: null	JUXSTAPOSE
2piyywhp	Chemical	amino acids	Disease	CP-31D	: inserted	insert in
2piyywhp	Chemical	amino acids	Disease	TMV-4D:31D infected N	: bring	bring
2piyywhp	Chemical	CP	Disease	CP-31D	: null	JUXSTAPOSE
2piyywhp	Chemical	CP	Disease	TMV-4D:31D infected N	: bring	bring
2piyywhp	Chemical	CP	Disease	CP-31D	: null	JUXSTAPOSE
2piyywhp	Chemical	CP	Disease	TMV-4D:31D infected N	: bring	bring
2piyywhp	Chemical	CP	Disease	CP-31D	: null	JUXSTAPOSE
2piyywhp	Chemical	CP	Disease	TMV-4D:31D infected N	: null	JUXSTAPOSE
bvihscxo	Chemical	amino acids	Disease	HIV-1	: null	JUXSTAPOSE
hsspggp8	Chemical	swine coronavirus	Disease	gastroenteritis virus	: null	JUXSTAPOSE
aqqvww7f	Chemical	coronavirus	Disease	CNS disease	: produced	PRODUCE
ejbhpf0w	Chemical	coronavirus	Disease	hepatitis virus	: null	JUXSTAPOSE
ejbhpf0w	Chemical	coronavirus	Disease	influenza A	: null	JUXSTAPOSE
ejbhpf0w	Chemical	coronavirus	Disease	hepatitis B virus	: null	JUXSTAPOSE
mtuxocrd	Chemical	CP	Disease	CP	: null	JUXSTAPOSE
mtuxocrd	Chemical	carboxyl	Disease	CP	: null	JUXSTAPOSE
mtuxocrd	Chemical	CP	Disease	CP	: null	JUXSTAPOSE
6ei48sjr	Chemical	amino acid	Disease	hepatitis virus	: null	JUXSTAPOSE
t6a8prra	Chemical	nucleotide	Disease	hepatitis virus	: null	JUXSTAPOSE
d0p2nqb9	Chemical	oligosaccharide	Disease	attachment of N-linked oligosaccharide	: null	JUXSTAPOSE
ug5557po	Chemical	cis	Disease	hepatitis virus	: null	JUXSTAPOSE
4dwim6qe	Chemical	nucleotide	Disease	hepatitis virus	: encoded	encode within
gz2dlu7q	Chemical	Coronavirus	Disease	Coronavirus-Induced Demyelination Occurs	: null	JUXSTAPOSE
wxqwwwjn	Chemical	coronavirus	Disease	hepatitis virus	: null	JUXSTAPOSE
il9vbbgk	Chemical	Equine	Disease	Arteritis Virus Subgenomic	: null	JUXSTAPOSE
il9vbbgk	Chemical	equine	Disease	arteritis virus	: null	JUXSTAPOSE
rhan8t4e	Chemical	nucleotide	Disease	gastroenteritis virus	: containing	CONTAIN_WEAK
rhan8t4e	Chemical	coronavirus 229E	Disease	infectious bronchitis virus	: null	JUXSTAPOSE
rhan8t4e	Chemical	coronavirus 229E	Disease	hepatitis virus	: null	JUXSTAPOSE
ixxj51l9	Chemical	Nucleotide	Disease	coronavirus infectious bronchitis virus	: contains	NONE
p9dl7whd	Chemical	11-nucleotide	Disease	hepatitis	: null	JUXSTAPOSE
8axbkyyz	Chemical	H-2Db	Disease	hepatitis virus	: null	JUXSTAPOSE
8axbkyyz	Chemical	H-2Kb	Disease	hepatitis virus	: null	JUXSTAPOSE
8axbkyyz	Chemical	amino acids	Disease	hepatitis virus	: null	JUXSTAPOSE
8axbkyyz	Chemical	H-2Kb	Disease	splenic CD8+T	: null	JUXSTAPOSE
8axbkyyz	Chemical	H-2Db	Disease	splenic CD8+T	: null	JUXSTAPOSE
4ziz0llu	Chemical	coronavirus	Disease	gastroenteritis coronavirus	: null	JUXSTAPOSE
