NO.	E_type1	Entity1	E_type2	Entity2	KeyWord	Relation
t0oz35cm	Disease	migraine	Drugs	Flunarizine	: inhibited	inhibit in
35jfg45k	Disease	liver steatosis	Drugs	alcohol	: null	JUXSTAPOSE
35jfg45k	Disease	liver steatosis	Drugs	alanine	: null	JUXSTAPOSE
ljtm19og	Disease	diabetic	Drugs	RAS	: null	JUXSTAPOSE
ljtm19og	Disease	glycemia in diabetic	Drugs	insulin	: null	JUXSTAPOSE
6fsjuhzy	Disease	cancer	Drugs	serine	: null	JUXSTAPOSE
7emyqzhp	Disease	LPS	Drugs	BAL	: null	JUXSTAPOSE
7emyqzhp	Disease	acute lung injury	Drugs	BAL	: null	JUXSTAPOSE
5trqi9tp	Disease	SARS Coronavirus	Drugs	Lopinavir	: null	JUXSTAPOSE
5trqi9tp	Disease	Coronavirus Disease-	Drugs	Lopinavir	: null	JUXSTAPOSE
8iysset3	Disease	demyelination	Drugs	Plp	: null	JUXSTAPOSE
ojrpsdt9	Disease	immunodeficiency virus	Drugs	maraviroc	: null	JUXSTAPOSE
ojrpsdt9	Disease	immunodeficiency virus	Drugs	maraviroc	: null	JUXSTAPOSE
1x1bnt5j	Disease	tumor	Drugs	adenylate	: null	JUXSTAPOSE
1x1bnt5j	Disease	tumor	Drugs	creatine	: null	JUXSTAPOSE
1x1bnt5j	Disease	tumor	Drugs	creatine	: null	JUXSTAPOSE
luq5rm8p	Disease	invasive pulmonary aspergillosis	Drugs	BAL	: generate	generate in
luq5rm8p	Disease	Pseudomonas pneumonia	Drugs	BAL	: null	JUXSTAPOSE
luq5rm8p	Disease	Pseudomonas pneumonia	Drugs	BAL	: null	JUXSTAPOSE
luq5rm8p	Disease	MS	Drugs	SDS	: null	JUXSTAPOSE
kzdy7d16	Disease	Stenotrophomonas maltophilia	Drugs	BAL	: null	JUXSTAPOSE
kzdy7d16	Disease	CF	Drugs	BAL	: null	JUXSTAPOSE
zt9fg3qs	Disease	Infectious Bronchitis Virus	Drugs	ribose	: fails	PLAIN_BIND_WEAK
zt9fg3qs	Disease	Coronavirus 229E	Drugs	ribose	: null	NONE
201jppkd	Disease	malaria	Drugs	Chloroquine	: null	JUXSTAPOSE
cmhkjosa	Disease	Hepatitis Virus	Drugs	Calcium	: Induces	INTERACT_WITH_WEAK
cmhkjosa	Disease	astrocytoma	Drugs	calcium	: null	JUXSTAPOSE
v3uo38zw	Disease	coronavirus infectious bronchitis virus	Drugs	Ng	: responsible	responsible
pf0x604s	Disease	intracranial infection	Drugs	CC	: null	JUXSTAPOSE
pf0x604s	Disease	hepatitis virus	Drugs	CC	: null	JUXSTAPOSE
ii9ilvp4	Disease	hepatitis virus	Drugs	BCV	: express	express
ii9ilvp4	Disease	rectal tumor	Drugs	BCV	: permissive	NONE
kmclx8ui	Disease	hepatitis virus	Drugs	Leu	: have	have at
kmclx8ui	Disease	hepatitis virus	Drugs	Phe	: have	have at
0ffgxnwr	Disease	NAD	Drugs	ribose	: null	JUXSTAPOSE
0ffgxnwr	Disease	NAD	Drugs	nicotinamide	: null	JUXSTAPOSE
0ffgxnwr	Disease	NAD	Drugs	adenine	: null	JUXSTAPOSE
kggbh8c7	Disease	NH	Drugs	EDTA	: null	JUXSTAPOSE
arsuip23	Disease	infectious rhinitis	Drugs	nicotine	: null	JUXSTAPOSE
c32icxir	Disease	infectious peritonitis	Drugs	prostaglandin E2	: null	JUXSTAPOSE
c32icxir	Disease	infectious peritonitis virus	Drugs	arachidonic acid	: demonstrated	INDICATE_WEAK
c32icxir	Disease	PCD	Drugs	PGE2	: null	JUXSTAPOSE
c32icxir	Disease	PCD	Drugs	PGE2	: null	JUXSTAPOSE
c32icxir	Disease	FIP vascular and inflammatory lesions	Drugs	arachidonic acid	: null	JUXSTAPOSE
c32icxir	Disease	FIP vascular and inflammatory lesions	Drugs	PGE2	: null	JUXSTAPOSE
a47pkh8q	Disease	hydrocephalus	Drugs	Cyclophosphamide	: null	JUXSTAPOSE
ui4f8o8w	Disease	MS	Drugs	PLP	: mediate	NONE
ui4f8o8w	Disease	allergic encephalomyelitis	Drugs	PLP	: mediate	NONE
ui4f8o8w	Disease	CNS myelin	Drugs	PLP	: null	JUXSTAPOSE
ui4f8o8w	Disease	encephalitogenic T	Drugs	PLP	: secrete	secrete
ui4f8o8w	Disease	tumor	Drugs	PLP	: null	JUXSTAPOSE
ui4f8o8w	Disease	MS	Drugs	PLP	: specific	specific
bce57kzl	Disease	neopallium of newborn Swiss	Drugs	ascorbic acid	: null	JUXSTAPOSE
bce57kzl	Disease	neopallium of newborn Swiss	Drugs	vitamin C	: null	JUXSTAPOSE
bce57kzl	Disease	neopallium of newborn Swiss	Drugs	CD	: null	JUXSTAPOSE
x7enb2z6	Disease	LPS	Drugs	IFN gamma	: null	JUXSTAPOSE
y8r4m9ju	Disease	turkey enteric coronavirus	Drugs	glucosamine	: grown	grow on
y8r4m9ju	Disease	rectal tumor	Drugs	glucosamine	: null	JUXSTAPOSE
ydjzh5rz	Disease	infectious bronchitis virus	Drugs	SDS	: null	JUXSTAPOSE
1nwjjgul	Disease	influenza virus	Drugs	ascorbate	: null	JUXSTAPOSE
nswbm9g3	Disease	infectious bronchitis virus	Drugs	sucrose	: concentrated	concentrate to
ie4acutk	Disease	immunodeficiency	Drugs	CD	: null	JUXSTAPOSE
ie4acutk	Disease	immunodeficiency virus	Drugs	CD	: null	JUXSTAPOSE
ie4acutk	Disease	immunodeficiency virus	Drugs	CD	: expressed	express on
ie4acutk	Disease	immunodeficiency virus	Drugs	CD	: andFelis	PLAIN_ENCODE_WEAK
s006vxzk	Disease	rectal tumour	Drugs	BCV	: null	JUXSTAPOSE
wdtsqdl5	Disease	encephalomyelitis virus	Drugs	BCV	: null	JUXSTAPOSE
62yafd2d	Disease	neonatal calf diarrhea	Drugs	BCV	: null	JUXSTAPOSE
62yafd2d	Disease	neonatal calf diarrhea	Drugs	BCV	: null	NONE
62yafd2d	Disease	neonatal calf diarrhea	Drugs	BCV	: determine	NONE
62yafd2d	Disease	neonatal calf diarrhea	Drugs	CD	: null	JUXSTAPOSE
62yafd2d	Disease	neonatal calf diarrhea	Drugs	CD	: determine	NONE
62yafd2d	Disease	WD	Drugs	BCV	: null	JUXSTAPOSE
62yafd2d	Disease	WD	Drugs	BCV	: null	NONE
62yafd2d	Disease	WD	Drugs	BCV	: determine	NONE
62yafd2d	Disease	WD	Drugs	CD	: null	JUXSTAPOSE
62yafd2d	Disease	WD	Drugs	CD	: determine	NONE
62yafd2d	Disease	WD	Drugs	BCV	: belong	belong to
62yafd2d	Disease	WD	Drugs	BCV	: belong	NONE
62yafd2d	Disease	WD	Drugs	BCV	: belong	NONE
62yafd2d	Disease	WD	Drugs	CD	: belong	belong to
62yafd2d	Disease	WD	Drugs	CD	: null	NONE
62yafd2d	Disease	WD	Drugs	CD	: null	JUXSTAPOSE
62yafd2d	Disease	WD	Drugs	CD	: null	JUXSTAPOSE
62yafd2d	Disease	WD	Drugs	BCV	: null	JUXSTAPOSE
62yafd2d	Disease	WD	Drugs	CD	: null	JUXSTAPOSE
62yafd2d	Disease	WD	Drugs	CD	: null	JUXSTAPOSE
62yafd2d	Disease	WD	Drugs	CD	: had	have against
62yafd2d	Disease	WD	Drugs	BCV	: reflected	reflect
62yafd2d	Disease	WD	Drugs	CD	: null	JUXSTAPOSE
62yafd2d	Disease	WD	Drugs	CD	: null	JUXSTAPOSE
62yafd2d	Disease	WD	Drugs	BCV	: reflected	reflect
62yafd2d	Disease	WD	Drugs	CD	: null	JUXSTAPOSE
uv056oxq	Disease	embryonic lung	Drugs	BCV	: null	JUXSTAPOSE
agiqcmru						
agiqcmru	Disease	type 2 diabetes 2 diabetes"	Drugs	insulin	: differs	differ from
agiqcmru	Disease	amyloid peptide deposits	Drugs	insulin	: deposits	PLAIN_DEPOSIT
8jl88qg8	Disease	B encephalitis	Drugs	fat	: null	JUXSTAPOSE
8jl88qg8	Disease	lymphangitis	Drugs	fat	: null	JUXSTAPOSE
8jl88qg8	Disease	breast cancer	Drugs	fat	: null	JUXSTAPOSE
8jl88qg8	Disease	fat embolism	Drugs	fat	: null	JUXSTAPOSE
6xy40gdj	Disease	CD	Drugs	CD	: null	JUXSTAPOSE
6xy40gdj	Disease	CD	Drugs	CD	: null	JUXSTAPOSE
6xy40gdj	Disease	CD	Drugs	CD	: null	JUXSTAPOSE
6xy40gdj	Disease	CD	Drugs	CD	: null	JUXSTAPOSE
6xy40gdj	Disease	CD	Drugs	CD	: null	JUXSTAPOSE
6xy40gdj	Disease	CD	Drugs	CD	: null	JUXSTAPOSE
6xy40gdj	Disease	CD	Drugs	CD	: null	JUXSTAPOSE
6xy40gdj	Disease	CD	Drugs	CD	: null	JUXSTAPOSE
ju1shkr8	Disease	nosocomial infections	Drugs	PA	: null	JUXSTAPOSE
ju1shkr8	Disease	cystic fibrosis	Drugs	PA	: null	JUXSTAPOSE
ju1shkr8	Disease	COPD	Drugs	PA	: null	JUXSTAPOSE
ju1shkr8	Disease	DPP4 deficiency leads	Drugs	PA	: infected	DOWN-REGULATE_WEAK
os6j6vbn	Disease	macular degeneration	Drugs	AMD	: null	JUXSTAPOSE
os6j6vbn	Disease	AMD	Drugs	AMD	: null	JUXSTAPOSE
os6j6vbn	Disease	chronic disease	Drugs	AMD	: ascertain	ascertain
os6j6vbn	Disease	macular degeneration	Drugs	AMD	: null	JUXSTAPOSE
os6j6vbn	Disease	AMD	Drugs	AMD	: null	JUXSTAPOSE
os6j6vbn	Disease	AMD	Drugs	AMD	: null	JUXSTAPOSE
vwthwjlm	Disease	Mycobacterium tuberculosis H	Drugs	isatin	: null	JUXSTAPOSE
zbxiaofl	Disease	papillomavirus type"	Drugs	bortezomib	: null	JUXSTAPOSE
zbxiaofl	Disease	TC-1 tumors	Drugs	bortezomib	: null	JUXSTAPOSE
zbxiaofl	Disease	tumor	Drugs	bortezomib	: null	JUXSTAPOSE
zbxiaofl	Disease	tumor	Drugs	bortezomib	: null	JUXSTAPOSE
zbxiaofl	Disease	tumor	Drugs	bortezomib	: null	JUXSTAPOSE
y78y6b25	Disease	lung injury	Drugs	bleomycin	: null	JUXSTAPOSE
y78y6b25	Disease	lung injury	Drugs	RAS	: null	JUXSTAPOSE
y78y6b25	Disease	BLM	Drugs	Bleomycin	: null	JUXSTAPOSE
y78y6b25	Disease	BLM	Drugs	BLM	: null	JUXSTAPOSE
y78y6b25	Disease	lung injury	Drugs	Bleomycin	: null	JUXSTAPOSE
y78y6b25	Disease	lung injury	Drugs	BLM	: null	JUXSTAPOSE
1y4ieamp	Disease	PS	Drugs	PS	: null	JUXSTAPOSE
5a8yb708	Disease	influenza A	Drugs	oseltamivir	: null	JUXSTAPOSE
5a8yb708	Disease	lung injury	Drugs	oseltamivir	: null	JUXSTAPOSE
xw8gwsyg	Disease	bacterial	Drugs	ng	: null	JUXSTAPOSE
wdz2a0f5	Disease	CS	Drugs	hydrocortisone	: null	JUXSTAPOSE
z0sfqbfr	Disease	lung injury	Drugs	BAL	: considered	PLAIN_CONSIDER_WEAK
z0sfqbfr	Disease	pneumonia	Drugs	BAL	: null	JUXSTAPOSE
nuioo1nh	Disease	immunodeficiency virus	Drugs	tryptophan	: null	JUXSTAPOSE
nuioo1nh	Disease	immunodeficiency virus	Drugs	Trp	: null	JUXSTAPOSE
nuioo1nh	Disease	immunodeficiency virus	Drugs	Glu	: null	JUXSTAPOSE
nuioo1nh	Disease	immunodeficiency virus	Drugs	Val	: null	JUXSTAPOSE
nuioo1nh	Disease	immunodeficiency virus	Drugs	Gly	: null	JUXSTAPOSE
nuioo1nh	Disease	immunodeficiency virus	Drugs	Ile	: null	JUXSTAPOSE
l8gszu1s	Disease	melanoma	Drugs	Trp	: null	JUXSTAPOSE
z805eq4m	Disease	Pneumocystis pneumonia	Drugs	rituximab	: null	JUXSTAPOSE
z805eq4m	Disease	Pneumocystis pneumonia	Drugs	cyclophosphamide	: null	JUXSTAPOSE
z805eq4m	Disease	Pneumocystis pneumonia	Drugs	vincristine	: null	JUXSTAPOSE
z805eq4m	Disease	Pneumocystis pneumonia	Drugs	prednisolone	: null	JUXSTAPOSE
z805eq4m	Disease	non-Hodgkin lymphoma	Drugs	rituximab	: null	JUXSTAPOSE
z805eq4m	Disease	non-Hodgkin lymphoma	Drugs	cyclophosphamide	: null	JUXSTAPOSE
z805eq4m	Disease	non-Hodgkin lymphoma	Drugs	vincristine	: null	JUXSTAPOSE
z805eq4m	Disease	non-Hodgkin lymphoma	Drugs	prednisolone	: null	JUXSTAPOSE
z805eq4m	Disease	NHL	Drugs	PCP	: null	JUXSTAPOSE
z1lvq0iv	Disease	myeloma	Drugs	lenalidomide	: receiving	receive
z1lvq0iv	Disease	myeloma	Drugs	dexamethasone	: receiving	receive
z1lvq0iv	Disease	myeloma	Drugs	lenalidomide	: null	JUXSTAPOSE
z1lvq0iv	Disease	myeloma	Drugs	dexamethasone	: null	JUXSTAPOSE
qc9njrbc	Disease	lymphocytosis	Drugs	BAL	: null	JUXSTAPOSE
qc9njrbc	Disease	eosinophilia	Drugs	BAL	: null	JUXSTAPOSE
qc9njrbc	Disease	neutrophilia	Drugs	BAL	: null	JUXSTAPOSE
kxtdv6q9	Disease	impaired hepatocellular	Drugs	UDCA	: null	JUXSTAPOSE
w4sr6zhr	Disease	loss links inflammation	Drugs	Insulin	: null	JUXSTAPOSE
w4sr6zhr	Disease	obesity	Drugs	Insulin	: null	JUXSTAPOSE
w4sr6zhr	Disease	Non-alcoholic Steatohepatitis	Drugs	Insulin	: null	JUXSTAPOSE
w4sr6zhr	Disease	visceral obesity	Drugs	insulin	: null	JUXSTAPOSE
w4sr6zhr	Disease	metabolic diseases	Drugs	insulin	: null	JUXSTAPOSE
e01mkk64	Disease	TRP	Drugs	TRP	: null	JUXSTAPOSE
3zbq0jnx	Disease	Becker	Drugs	cholesterol	: null	JUXSTAPOSE
blbr60ry	Disease	interstitial lung diseases	Drugs	DM	: null	JUXSTAPOSE
blbr60ry	Disease	rheumatoid arthritis	Drugs	DM	: null	JUXSTAPOSE
blbr60ry	Disease	polymyositis/dermatomyositis	Drugs	DM	: null	JUXSTAPOSE
blbr60ry	Disease	DM	Drugs	DM	: null	JUXSTAPOSE
blbr60ry	Disease	systemic sclerosis	Drugs	DM	: null	JUXSTAPOSE
blbr60ry	Disease	SLE	Drugs	DM	: null	JUXSTAPOSE
blbr60ry	Disease	DM	Drugs	DM	: null	JUXSTAPOSE
nhis9f78	Disease	Kawasaki syndrome	Drugs	acetylsalicylic acid	: treated	treat with
nhis9f78	Disease	Coxsackie virus infection	Drugs	acetylsalicylic acid	: null	JUXSTAPOSE
dw6v3wtm	Disease	NOD	Drugs	CC	: null	JUXSTAPOSE
0knc49f6	Disease	MS	Drugs	nitric oxide	: associated	associate in
0knc49f6	Disease	encephalomyelitis	Drugs	nitric oxide	: associated	associate in
yypg4iqh	Disease	type II diabetes mellitus II diabetes mellitus"	Drugs	alcohol	: null	JUXSTAPOSE
yypg4iqh	Disease	hypertension	Drugs	alcohol	: controlled	control by
knir5rjb	Disease	acute lung injury	Drugs	PA	: null	JUXSTAPOSE
knir5rjb	Disease	lung injury	Drugs	PA	: null	JUXSTAPOSE
f15rvjok	Disease	influenza A virus	Drugs	PA	: null	JUXSTAPOSE
kc39yow7	Disease	bacterial infections	Drugs	penicillin G	: null	JUXSTAPOSE
sy5oa6kv	Disease	AOM	Drugs	amoxicillin	: null	JUXSTAPOSE
369zq7wv	Disease	bacterial infection	Drugs	ng	: null	JUXSTAPOSE
369zq7wv	Disease	bacterial infection	Drugs	ng	: null	JUXSTAPOSE
yhq978h6	Disease	DRM	Drugs	cholesterol	: null	JUXSTAPOSE
9vl5pqi7	Disease	multiple myeloma	Drugs	bortezomib	: null	JUXSTAPOSE
9vl5pqi7	Disease	myeloma	Drugs	thalidomide	: null	AFFECT
9vl5pqi7	Disease	myeloma	Drugs	lenalidomide	: null	AFFECT
9vl5pqi7	Disease	myeloma	Drugs	bortezomib	: null	AFFECT
qw1ig2v4	Disease	hepatitis C virus	Drugs	chloroquine	: null	DOWN-REGULATE
qw1ig2v4	Disease	hepatitis C virus	Drugs	chloroquine	: null	JUXSTAPOSE
qw1ig2v4	Disease	chronic hepatitis	Drugs	chloroquine	: null	JUXSTAPOSE
0mdph88o	Disease	anaemia	Drugs	serum albumin	: null	JUXSTAPOSE
aey6gch3	Disease	enteritis	Drugs	TRP	: had	have
umtu37eu	Disease	avian influenza virus	Drugs	ng	: null	JUXSTAPOSE
umtu37eu	Disease	avian influenza virus	Drugs	ng	: null	JUXSTAPOSE
7wthyc3z	Disease	WD	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	WD	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	WD	Drugs	CD	: null	JUXSTAPOSE
7wthyc3z	Disease	WD	Drugs	dexamethasone	: null	JUXSTAPOSE
7wthyc3z	Disease	calf diarrhea	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	calf diarrhea	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	calf diarrhea	Drugs	CD	: null	JUXSTAPOSE
7wthyc3z	Disease	calf diarrhea	Drugs	dexamethasone	: null	JUXSTAPOSE
7wthyc3z	Disease	WD	Drugs	BCV	: developed	develop
7wthyc3z	Disease	WD	Drugs	BCV	: developed	develop
7wthyc3z	Disease	WD	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	WD	Drugs	CD	: developed	develop
7wthyc3z	Disease	diarrhea	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	diarrhea	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	diarrhea	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	diarrhea	Drugs	CD	: null	JUXSTAPOSE
7wthyc3z	Disease	diarrheal	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	diarrheal	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	diarrheal	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	diarrheal	Drugs	CD	: null	JUXSTAPOSE
7wthyc3z	Disease	WD	Drugs	CD	: null	JUXSTAPOSE
7wthyc3z	Disease	WD	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	WD	Drugs	BCV	: cause	cause in
7wthyc3z	Disease	diarrhea	Drugs	CD	: null	JUXSTAPOSE
7wthyc3z	Disease	diarrhea	Drugs	BCV	: null	JUXSTAPOSE
7wthyc3z	Disease	diarrhea	Drugs	BCV	: useful	useful
awtfagku	Disease	diphtheria toxoid	Drugs	dt	: null	JUXSTAPOSE
awtfagku	Disease	diphtheria toxoid	Drugs	biotin	: null	JUXSTAPOSE
szi6q16j	Disease	epizootic diarrhea	Drugs	BCV	: null	JUXSTAPOSE
ecvpmuz3	Disease	gastroenteritis coronavirus	Drugs	p54	: cloned	clone into
lzvtgwox	Disease	neonatal calf diarrhea	Drugs	BCV	: null	JUXSTAPOSE
lzvtgwox	Disease	neonatal calf diarrhea	Drugs	CD	: null	JUXSTAPOSE
lzvtgwox	Disease	WD	Drugs	BCV	: null	JUXSTAPOSE
lzvtgwox	Disease	WD	Drugs	CD	: null	JUXSTAPOSE
lzvtgwox	Disease	WD	Drugs	CD	: reactive	reactive
klx95l1j	Disease	mM NH(4)Cl	Drugs	chloroquine	: null	JUXSTAPOSE
j9salo2w	Disease	upper respiratory tract disease	Drugs	FCV	: null	JUXSTAPOSE
j9salo2w	Disease	interstitial pneumonia	Drugs	FCV	: null	JUXSTAPOSE
j9salo2w	Disease	polyarthritis	Drugs	FCV	: null	JUXSTAPOSE
mzr1y9zm	Disease	liver dysfunction	Drugs	alanine	: null	JUXSTAPOSE
al07fo6q	Disease	diarrhea	Drugs	BCV	: rotavirus	NONE
al07fo6q	Disease	viral diarrhea	Drugs	BCV	: null	JUXSTAPOSE
f3zdttfo	Disease	4鈥?disothiocyano-2	Drugs	amantadine	: null	JUXSTAPOSE
qm7m7nkl	Disease	upper respiratory tract disease	Drugs	FCV	: null	JUXSTAPOSE
br2uorg8	Disease	parvovirus infection	Drugs	lithium	: null	JUXSTAPOSE
t0kdd34r	Disease	type II FCoV infection II FCoV infection;"	Drugs	cholesterol	: null	JUXSTAPOSE
fp8e7xbm	Disease	Newcastle disease virus infection	Drugs	cholesterol	: affecting	AFFECT_WEAK
00weh5ta	Disease	diarrhea	Drugs	CD	: null	JUXSTAPOSE
00weh5ta	Disease	diarrhea	Drugs	BCV	: null	JUXSTAPOSE
00weh5ta	Disease	dysentery	Drugs	CD	: null	JUXSTAPOSE
00weh5ta	Disease	dysentery	Drugs	BCV	: null	JUXSTAPOSE
00weh5ta	Disease	WD	Drugs	CD	: null	JUXSTAPOSE
00weh5ta	Disease	WD	Drugs	BCV	: null	JUXSTAPOSE
00weh5ta	Disease	gastroenteritis coronavirus	Drugs	CD	: null	JUXSTAPOSE
00weh5ta	Disease	gastroenteritis coronavirus	Drugs	BCV	: null	JUXSTAPOSE
00weh5ta	Disease	CD	Drugs	CD	: null	NONE
00weh5ta	Disease	CD	Drugs	CD	: using	NONE
00weh5ta	Disease	CD	Drugs	BCV	: null	NONE
00weh5ta	Disease	CD	Drugs	BCV	: detect	NONE
00weh5ta	Disease	CD	Drugs	BCV	: using	NONE
00weh5ta	Disease	WD	Drugs	CD	: null	NONE
00weh5ta	Disease	WD	Drugs	CD	: using	NONE
00weh5ta	Disease	WD	Drugs	BCV	: null	NONE
00weh5ta	Disease	WD	Drugs	BCV	: detect	NONE
00weh5ta	Disease	WD	Drugs	BCV	: using	NONE
00weh5ta	Disease	WD	Drugs	CD	: null	NONE
00weh5ta	Disease	WD	Drugs	CD	: null	NONE
00weh5ta	Disease	WD	Drugs	BCV	: null	NONE
00weh5ta	Disease	WD	Drugs	BCV	: null	NONE
00weh5ta	Disease	WD	Drugs	BCV	: null	NONE
