NO.	E_type1	Entity1	E_type2	Entity2	KeyWord	Relation
23871041	Herbs	sorghum	ENZY	xylanase	: null	JUXSTAPOSE
23871041	Herbs	sorghum	CHED	inhibitor	: null	JUXSTAPOSE
23871041	Herbs	sorghum	PROC	xylanase inhibitor	: null	JUXSTAPOSE
23871041	Herbs	sorghum	FUNC	xylanase	: null	JUXSTAPOSE
23871041	Herbs	sorghum	ENZY	xylanase	: null	JUXSTAPOSE
23871041	Herbs	sorghum	CHED	N-terminal amino acid	: null	JUXSTAPOSE
23871041	Herbs	sorghum	CHED	protein	: null	JUXSTAPOSE
23871041	Herbs	sorghum	PROC	transcriptase	: thermostable	thermostable
23871041	Herbs	sorghum	FUNC	transcriptase	: thermostable	thermostable
23871041	Herbs	sorghum	PRGE	reverse transcriptase	: thermostable	thermostable
23871041	Herbs	sorghum	ENZY	reverse transcriptase	: thermostable	thermostable
23871041	Herbs	sorghum	SPEC	HIV-1	: thermostable	thermostable
23871041	Herbs	sorghum	DISO	HIV	: thermostable	thermostable
23871041	Herbs	sorghum	CHED	antifungal	: exhibits	exhibit
23871041	Herbs	sorghum	SPEC	sorghum	: thermostable	thermostable
23871041	Herbs	sorghum	PROC	proteinase	: null	JUXSTAPOSE
23871041	Herbs	sorghum	FUNC	proteinase	: null	JUXSTAPOSE
15338705	Herbs	dolphin	SPEC	Delphinapterus leucas	: belugas	NONE
15338705	Herbs	dolphin	SPEC	belugas	: belugas	NONE
15338705	Herbs	dolphin	SPEC	Odobenus rosmarus	: null	NONE
15338705	Herbs	dolphin	SPEC	walruses	: walruses	NONE
15338705	Herbs	dolphin	SPEC	Ursus maritimus	: null	NONE
15338705	Herbs	dolphin	SPEC	polar bears	: belugas	NONE
15338705	Herbs	dolphin	SPEC	Ursus arctos	: null	NONE
15338705	Herbs	dolphin	SPEC	grizzly bears	: null	NONE
15338705	Herbs	dolphin	SPEC	Ursus americanus	: null	NONE
15338705	Herbs	dolphin	SPEC	bears	: null	NONE
15338705	Herbs	dolphin	DISO	lupus	: null	NONE
15338705	Herbs	dolphin	SPEC	Canis lupus	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	Gulo gulo	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	wolverines	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	Martes pennanti	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	fishers	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	Taxidea taxus	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	American badgers	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	lynx	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	mammals	: rabies	NONE
15338705	Herbs	dolphin	SPEC	carnivores	: rabies	NONE
15338705	Herbs	dolphin	COMP	serum	: rabies	NONE
15338705	Herbs	dolphin	ANAT	serum	: rabies	NONE
15338705	Herbs	dolphin	ANAT	whole blood	: rabies	NONE
15338705	Herbs	dolphin	SPEC	Toxoplasma gondii	: determined	NONE
15338705	Herbs	dolphin	SPEC	Borrelia burgdorferi	: rabies	NONE
15338705	Herbs	dolphin	DISO	Borrelia	: rabies	NONE
15338705	Herbs	dolphin	SPEC	virus	: rabies	NONE
15338705	Herbs	dolphin	DISO	leukaemia	: rabies	NONE
15338705	Herbs	dolphin	SPEC	feline	: rabies	NONE
15338705	Herbs	dolphin	SPEC	coronavirus	: rabies	NONE
15338705	Herbs	dolphin	SPEC	feline	: rabies	NONE
15338705	Herbs	dolphin	SPEC	coronavirus	: rabies	NONE
15338705	Herbs	dolphin	SPEC	rhabdovirus	: rabies	NONE
15338705	Herbs	dolphin	SPEC	rabies virus	: rabies	NONE
15338705	Herbs	dolphin	DISO	rabies	: rabies	NONE
15338705	Herbs	dolphin	SPEC	parainfluenza virus type 3 3 [PI3]	: null	NONE
15338705	Herbs	dolphin	DISO	parainfluenza 3 [PI3]	: null	NONE
15338705	Herbs	dolphin	DISO	PDV	: null	NONE
15338705	Herbs	dolphin	DISO	distemper	: null	NONE
15338705	Herbs	dolphin	SPEC	phocine distemper virus	: null	NONE
15338705	Herbs	dolphin	SPEC	morbillivirus	: null	NONE
15338705	Herbs	dolphin	SPEC	canine distemper virus	: null	JUXSTAPOSE
15338705	Herbs	dolphin	DISO	canine distemper	: null	JUXSTAPOSE
15338705	Herbs	dolphin	CHED	PHV	: null	NONE
15338705	Herbs	dolphin	SPEC	PHV	: null	NONE
15338705	Herbs	dolphin	SPEC	herpesvirus	: null	NONE
15338705	Herbs	dolphin	SPEC	feline herpesvirus	: null	JUXSTAPOSE
15338705	Herbs	dolphin	SPEC	CAV	: null	JUXSTAPOSE
15338705	Herbs	dolphin	DISO	adenovirus	: null	JUXSTAPOSE
15338705	Herbs	dolphin	SPEC	canine adenovirus	: null	JUXSTAPOSE
15338705	Herbs	dolphin	COMP	Antibody	: null	NONE
15338705	Herbs	dolphin	PROC	Antibody	: null	NONE
15338705	Herbs	dolphin	FUNC	Antibody	: null	NONE
15338705	Herbs	dolphin	SPEC	Delphinapterus leucas	: belugas	NONE
15338705	Herbs	dolphin	SPEC	belugas	: belugas	NONE
15338705	Herbs	dolphin	SPEC	Odobenus rosmarus	: null	NONE
15338705	Herbs	dolphin	SPEC	walruses	: walruses	NONE
15338705	Herbs	dolphin	SPEC	Ursus maritimus	: null	NONE
15338705	Herbs	dolphin	SPEC	polar bears	: belugas	NONE
15338705	Herbs	dolphin	SPEC	Ursus arctos	: null	NONE
15338705	Herbs	dolphin	SPEC	grizzly bears	: null	NONE
15338705	Herbs	dolphin	SPEC	Ursus americanus	: null	NONE
15338705	Herbs	dolphin	SPEC	bears	: null	NONE
15338705	Herbs	dolphin	DISO	lupus	: null	NONE
15338705	Herbs	dolphin	SPEC	Canis lupus	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	Gulo gulo	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	wolverines	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	Martes pennanti	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	fishers	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	Taxidea taxus	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	American badgers	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	lynx	: lynxes	NONE
15338705	Herbs	dolphin	SPEC	mammals	: determined	NONE
15338705	Herbs	dolphin	SPEC	carnivores	: determined	NONE
15338705	Herbs	dolphin	COMP	serum	: determined	NONE
15338705	Herbs	dolphin	ANAT	serum	: determined	NONE
15338705	Herbs	dolphin	ANAT	whole blood	: determined	NONE
15338705	Herbs	dolphin	SPEC	Toxoplasma gondii	: determined	NONE
15338705	Herbs	dolphin	SPEC	Borrelia burgdorferi	: determined	NONE
15338705	Herbs	dolphin	DISO	Borrelia	: determined	NONE
15338705	Herbs	dolphin	SPEC	virus	: determined	NONE
15338705	Herbs	dolphin	DISO	leukaemia	: determined	NONE
15338705	Herbs	dolphin	SPEC	feline	: null	NONE
15338705	Herbs	dolphin	SPEC	coronavirus	: null	NONE
15338705	Herbs	dolphin	SPEC	feline	: null	NONE
15338705	Herbs	dolphin	SPEC	coronavirus	: null	NONE
15338705	Herbs	dolphin	SPEC	rhabdovirus	: null	NONE
15338705	Herbs	dolphin	SPEC	rabies virus	: null	NONE
15338705	Herbs	dolphin	DISO	rabies	: null	NONE
15338705	Herbs	dolphin	SPEC	parainfluenza virus type 3 3 [PI3]	: null	NONE
15338705	Herbs	dolphin	DISO	parainfluenza 3 [PI3]	: null	NONE
15338705	Herbs	dolphin	DISO	PDV	: null	NONE
15338705	Herbs	dolphin	DISO	distemper	: null	NONE
15338705	Herbs	dolphin	SPEC	phocine distemper virus	: null	NONE
15338705	Herbs	dolphin	SPEC	morbillivirus	: null	NONE
15338705	Herbs	dolphin	SPEC	canine distemper virus	: null	JUXSTAPOSE
15338705	Herbs	dolphin	DISO	canine distemper	: null	JUXSTAPOSE
15338705	Herbs	dolphin	CHED	PHV	: null	NONE
15338705	Herbs	dolphin	SPEC	PHV	: null	NONE
15338705	Herbs	dolphin	SPEC	herpesvirus	: null	NONE
15338705	Herbs	dolphin	SPEC	feline herpesvirus	: null	JUXSTAPOSE
15338705	Herbs	dolphin	SPEC	CAV	: null	JUXSTAPOSE
15338705	Herbs	dolphin	DISO	adenovirus	: null	JUXSTAPOSE
15338705	Herbs	dolphin	SPEC	canine adenovirus	: null	JUXSTAPOSE
15338705	Herbs	dolphin	COMP	Antibody	: null	NONE
15338705	Herbs	dolphin	PROC	Antibody	: null	NONE
15338705	Herbs	dolphin	FUNC	Antibody	: null	NONE
24227844	Herbs	dolphin	SPEC	coronavirus	: reveals	INDICATE_WEAK
24227844	Herbs	dolphin	SPEC	mammal	: reveals	INDICATE_WEAK
24227844	Herbs	dolphin	SPEC	species	: null	JUXSTAPOSE
24227844	Herbs	dolphin	SPEC	coronavirus	: null	JUXSTAPOSE
24227844	Herbs	dolphin	SPEC	Tursiops aduncus	: named	PLAIN_NAME
24227844	Herbs	dolphin	SPEC	Indo-Pacific bottlenose dolphins	: null	JUXSTAPOSE
24227844	Herbs	dolphin	ANAT	fecal	: null	JUXSTAPOSE
24227844	Herbs	dolphin	SPEC	gammacoronavirus	: null	JUXSTAPOSE
24227844	Herbs	dolphin	SPEC	Tursiops aduncus	: null	JUXSTAPOSE
24227844	Herbs	dolphin	SPEC	Indo-Pacific bottlenose dolphins	: null	JUXSTAPOSE
24227844	Herbs	dolphin	ANAT	fecal	: null	JUXSTAPOSE
24227844	Herbs	dolphin	SPEC	gammacoronavirus	: null	JUXSTAPOSE
24227844	Herbs	dolphin	PRGE	S gene	: null	JUXSTAPOSE
31939251	Herbs	dolphin	SPEC	beluga whale	: null	JUXSTAPOSE
31939251	Herbs	dolphin	SPEC	species	: null	JUXSTAPOSE
31939251	Herbs	dolphin	SPEC	bird	: null	JUXSTAPOSE
18936097	Herbs	human placenta	CHED	protein	: null	JUXSTAPOSE
18936097	Herbs	human placenta	ANAT	placental	: null	JUXSTAPOSE
18936097	Herbs	human placenta	SPEC	human	: null	JUXSTAPOSE
18936097	Herbs	human placenta	DISO	tumor	: null	JUXSTAPOSE
15937562	Herbs	green tea	CHED	tea	: null	JUXSTAPOSE
15937562	Herbs	green tea	CHED	tea	: null	JUXSTAPOSE
15937562	Herbs	green tea	CHED	Pro	: null	JUXSTAPOSE
15937562	Herbs	green tea	CHED	tea	: null	JUXSTAPOSE
26490660	Herbs	green tea	CHED	EGCG	: null	JUXSTAPOSE
26490660	Herbs	green tea	CHED	gallate	: null	JUXSTAPOSE
26490660	Herbs	green tea	CHED	polyphenols	: null	JUXSTAPOSE
26490660	Herbs	green tea	CHED	tea	: null	JUXSTAPOSE
26490660	Herbs	green tea	SPEC	plant	: null	JUXSTAPOSE
26490660	Herbs	green tea	CHED	tea	: null	JUXSTAPOSE
26490660	Herbs	green tea	SPEC	Camellia sinensis	: null	JUXSTAPOSE
10925561	Herbs	glucose	PRGE	LDH	: null	JUXSTAPOSE
10925561	Herbs	glucose	CHED	glucose	: null	JUXSTAPOSE
10925561	Herbs	glucose	COMP	cell	: null	JUXSTAPOSE
10925561	Herbs	glucose	ANAT	cell	: null	JUXSTAPOSE
10925561	Herbs	glucose	ANAT	pleural fluid	: Gram-stained	gram-stained
10925561	Herbs	glucose	DISO	pleural effusion	: determined;	determined;
10925561	Herbs	glucose	ANAT	pleural effusion	: determined;	determined;
10925561	Herbs	glucose	DISO	pneumonia	: determined;	determined;
10925561	Herbs	glucose	PATH	tuberculosis	: determined;	determined;
10925561	Herbs	glucose	PRGE	LDH	: null	JUXSTAPOSE
10925561	Herbs	glucose	CHED	glucose	: null	JUXSTAPOSE
10925561	Herbs	glucose	CHED	pus	: null	JUXSTAPOSE
10925561	Herbs	glucose	ANAT	pus	: null	JUXSTAPOSE
11029324	Herbs	glucose	SPEC	FEV	: null	JUXSTAPOSE
11029324	Herbs	glucose	DISO	COPD	: null	JUXSTAPOSE
11029324	Herbs	glucose	CHED	insulin	: null	JUXSTAPOSE
11029324	Herbs	glucose	PRGE	serum insulin	: null	JUXSTAPOSE
11029324	Herbs	glucose	COMP	serum	: null	JUXSTAPOSE
11029324	Herbs	glucose	ANAT	serum	: null	JUXSTAPOSE
11029324	Herbs	glucose	CHED	glucose	: null	JUXSTAPOSE
11029324	Herbs	glucose	ANAT	plasma	: null	JUXSTAPOSE
11029324	Herbs	glucose	PROC	necrosis	: null	JUXSTAPOSE
11029324	Herbs	glucose	FUNC	tumor necrosis factor	: null	JUXSTAPOSE
11029324	Herbs	glucose	PRGE	tumor necrosis factor	: null	JUXSTAPOSE
11029324	Herbs	glucose	DISO	tumor necrosis	: null	JUXSTAPOSE
11029324	Herbs	glucose	PRGE	leptin	: null	JUXSTAPOSE
11029324	Herbs	glucose	CHED	balance	: null	JUXSTAPOSE
11029324	Herbs	glucose	PROC	energy balance	: null	JUXSTAPOSE
11029324	Herbs	glucose	PROC	homeostasis	: null	JUXSTAPOSE
11029324	Herbs	glucose	ANAT	plasma	: null	JUXSTAPOSE
11029324	Herbs	glucose	PRGE	insulin	: elevated	elevated
11029324	Herbs	glucose	CHED	insulin	: elevated	elevated
11029324	Herbs	glucose	CHED	Glucose	: elevated	elevated
11029324	Herbs	glucose	CHED	glucose	: null	JUXSTAPOSE
11029324	Herbs	glucose	ANAT	plasma	: null	JUXSTAPOSE
11029324	Herbs	glucose	PRGE	leptin	: null	JUXSTAPOSE
11075541	Herbs	glucose	ANAT	orally	: null	JUXSTAPOSE
11075541	Herbs	glucose	SPEC	animals	: null	JUXSTAPOSE
11075541	Herbs	glucose	ANAT	plasma	: null	INDICATE
11075541	Herbs	glucose	PROC	gastric emptying	: tended	NONE
11075541	Herbs	glucose	ANAT	gastric	: tended	NONE
11075541	Herbs	glucose	CHED	lactose	: tended	tend
11075541	Herbs	glucose	CHED	galactose	: null	JUXSTAPOSE
11075541	Herbs	glucose	ANAT	blood	: null	JUXSTAPOSE
11075541	Herbs	glucose	CHED	glucose	: null	JUXSTAPOSE
11075541	Herbs	glucose	ANAT	plasma	: null	JUXSTAPOSE
11891211	Herbs	glucose	ANAT	neutrophil	: causes	NONE
11891211	Herbs	glucose	DISO	pulmonary thrombosis	: causes	NONE
11891211	Herbs	glucose	ANAT	pulmonary	: causes	NONE
11891211	Herbs	glucose	PRGE	PECAM-1	: targeting	NONE
11891211	Herbs	glucose	PRGE	thrombomodulin	: targeting	NONE
11891211	Herbs	glucose	PROC	targeting	: causes	NONE
11891211	Herbs	glucose	ANAT	lung	: causes	NONE
11891211	Herbs	glucose	CHED	oxidant	: causes	NONE
11891211	Herbs	glucose	CHED	antigens	: null	JUXSTAPOSE
11891211	Herbs	glucose	ANAT	endothelial	: null	JUXSTAPOSE
11891211	Herbs	glucose	PRGE	oxidase	: null	JUXSTAPOSE
11891211	Herbs	glucose	ENZY	glucose oxidase	: null	JUXSTAPOSE
11891211	Herbs	glucose	CHED	glucose	: null	JUXSTAPOSE
11891211	Herbs	glucose	ANAT	Vascular	: null	JUXSTAPOSE
11891211	Herbs	glucose	ANAT	endothelium	: causes	cause
11891211	Herbs	glucose	ANAT	pulmonary	: null	JUXSTAPOSE
11891211	Herbs	glucose	PRGE	GOX	: null	JUXSTAPOSE
11891211	Herbs	glucose	ENZY	GOX	: null	JUXSTAPOSE
11891211	Herbs	glucose	PRGE	glucose oxidase	: null	JUXSTAPOSE
11891211	Herbs	glucose	ENZY	glucose oxidase	: null	JUXSTAPOSE
11891211	Herbs	glucose	CHED	glucose	: null	JUXSTAPOSE
11891211	Herbs	glucose	ANAT	Vascular	: null	JUXSTAPOSE
11891211	Herbs	glucose	DISO	ARDS	: null	JUXSTAPOSE
12046966	Herbs	glucose	CHED	triiodothyronine	: null	JUXSTAPOSE
12046966	Herbs	glucose	CHED	cortisol	: null	JUXSTAPOSE
12046966	Herbs	glucose	PRGE	glucagon	: null	JUXSTAPOSE
12046966	Herbs	glucose	CHED	glucagon	: null	JUXSTAPOSE
12046966	Herbs	glucose	PRGE	insulin	: null	JUXSTAPOSE
12046966	Herbs	glucose	CHED	insulin	: null	JUXSTAPOSE
12046966	Herbs	glucose	PROC	prolactin	: null	JUXSTAPOSE
12046966	Herbs	glucose	FUNC	prolactin	: null	JUXSTAPOSE
12046966	Herbs	glucose	PRGE	plasma prolactin	: null	JUXSTAPOSE
12046966	Herbs	glucose	ANAT	plasma	: null	JUXSTAPOSE
12046966	Herbs	glucose	PROC	breed	: null	JUXSTAPOSE
12046966	Herbs	glucose	CHED	glucose	: null	JUXSTAPOSE
12046966	Herbs	glucose	PRGE	glucagon	: null	JUXSTAPOSE
12046966	Herbs	glucose	CHED	glucagon	: null	JUXSTAPOSE
12046966	Herbs	glucose	CHED	cortisol	: null	JUXSTAPOSE
12046966	Herbs	glucose	ANAT	plasma	: null	JUXSTAPOSE
12046966	Herbs	glucose	CHED	ergotamine	: null	JUXSTAPOSE
12046966	Herbs	glucose	PROC	breeds	: null	JUXSTAPOSE
12046966	Herbs	glucose	CHED	glucose	: greater	greater
12046966	Herbs	glucose	PRGE	insulin	: null	JUXSTAPOSE
12046966	Herbs	glucose	CHED	insulin	: null	JUXSTAPOSE
12046966	Herbs	glucose	CHED	cortisol	: null	JUXSTAPOSE
12061357	Herbs	glucose	ANAT	blood	: null	JUXSTAPOSE
12061357	Herbs	glucose	ANAT	urine	: null	JUXSTAPOSE
12061357	Herbs	glucose	CHED	creatinine	: null	JUXSTAPOSE
12061357	Herbs	glucose	ENZY	gas	: null	JUXSTAPOSE
12061357	Herbs	glucose	PROC	blood gas	: null	JUXSTAPOSE
12061357	Herbs	glucose	ANAT	blood	: null	JUXSTAPOSE
12061357	Herbs	glucose	FUNC	SNAP	: null	JUXSTAPOSE
12061357	Herbs	glucose	PRGE	SNAP	: null	JUXSTAPOSE
12061357	Herbs	glucose	FUNC	SNAP	: null	JUXSTAPOSE
12123102	Herbs	glucose	CHED	glucose	: null	JUXSTAPOSE
12123102	Herbs	glucose	ANAT	blood	: null	JUXSTAPOSE
12225608	Herbs	glucose	CHED	lactate	: similar	similar
12225608	Herbs	glucose	PATH	release	: similar	similar
12225608	Herbs	glucose	CHED	glucose	: null	JUXSTAPOSE
12225608	Herbs	glucose	ANAT	lung tissue	: null	JUXSTAPOSE
12225608	Herbs	glucose	ANAT	lung	: null	JUXSTAPOSE
12225608	Herbs	glucose	COMP	cells	: infiltrating	infiltrate
12225608	Herbs	glucose	ANAT	inflammatory cells	: null	JUXSTAPOSE
12225608	Herbs	glucose	PROC	glucose metabolism	: null	JUXSTAPOSE
12225608	Herbs	glucose	CHED	glucose	: null	JUXSTAPOSE
12225608	Herbs	glucose	COMP	cells	: null	JUXSTAPOSE
12225608	Herbs	glucose	ANAT	cells	: null	JUXSTAPOSE
12225608	Herbs	glucose	ANAT	pulmonary	: null	JUXSTAPOSE
12225608	Herbs	glucose	DISO	hypoxic	: null	JUXSTAPOSE
12225608	Herbs	glucose	PROC	metabolism	: null	JUXSTAPOSE
12225608	Herbs	glucose	ANAT	lung	: null	JUXSTAPOSE
12225608	Herbs	glucose	CHED	lactate	: null	JUXSTAPOSE
12352044	Herbs	glucose	PROC	neutrophil activation	: indicates	NONE
12352044	Herbs	glucose	ANAT	neutrophil	: indicates	NONE
12352044	Herbs	glucose	DISO	acute respiratory distress syndrome	: indicates	NONE
12352044	Herbs	glucose	ANAT	neutrophil	: indicates	NONE
